寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
1873.96,1878.92,1818.77,1821.06,274270.21,22481867200.0
1807.3,1824.05,1780.36,1821.53,226552.98,18462656000.0
1795.99,1812.91,1791.3,1806.3,195241.34,14870521600.0
1771.08,1779.89,1726.04,1726.09,240826.77,19687740800.0
1753.45,1761.53,1693.35,1714.39,231266.19,18536491200.0
1709.5,1738.82,1709.2,1734.57,189574.4,15442979200.0
1692.51,1701.99,1658.46,1679.26,222130.74,19357134400.0
1688.03,1728.34,1688.03,1723.73,178698.48,14499616000.0
1733.05,1748.64,1729.13,1730.83,175103.18,14216734400.0
1732.24,1739.15,1723.19,1739.15,122306.76,10008244000.0
1754.31,1772.57,1751.84,1771.97,167971.34,13617048000.0
1772.47,1778.35,1761.81,1775.17,173133.28,14053084800.0
1784.31,1816.88,1779.83,1815.02,253878.82,20018348800.0
1815.28,1819.45,1805.34,1808.92,256634.74,19593276800.0
1794.55,1818.04,1785.44,1811.78,244640.05,18663894400.0
1800.89,1834.01,1797.3,1834.01,247235.63,19007032000.0
1821.69,1836.06,1818.86,1822.21,238212.9,18464681600.0
1825.59,1830.84,1818.38,1830.84,212230.85,15954953600.0
1834.77,1852.22,1832.59,1852.22,274044.8,20652550400.0
1849.33,1854.75,1836.37,1837.87,234993.97,17914833600.0
1836.53,1856.47,1836.53,1856.47,227085.87,16520316800.0
1858.78,1886.44,1858.21,1885.38,309671.65,23455547200.0
1895.34,1908.84,1895.23,1908.84,359256.58,26177324800.0
1906.18,1910.67,1894.86,1895.31,299984.16,22784841600.0
1888.76,1895.88,1877.95,1878.51,262331.63,19606774400.0
1870.48,1881.13,1854.22,1874.41,255699.17,18757355200.0
1874.54,1881.3,1863.03,1863.03,228384.56,16959835200.0
1861.82,1876.16,1854.95,1868.05,227130.69,16581944000.0
1854.27,1872.69,1849.84,1872.33,235235.33,17736008000.0
1875.4,1888.56,1857.69,1858.61,272918.11,20247246400.0
1858.86,1867.49,1842.92,1849.6,239318.51,17577816000.0
1792.38,1812.77,1740.91,1766.61,341906.98,28241283200.0
1742.44,1790.35,1726.01,1790.35,255008.91,19579889600.0
1807.88,1834.33,1807.88,1829.69,313318.18,22288275200.0
1808.1,1831.7,1804.6,1812.36,291195.71,20480131200.0
1818.5,1832.44,1807.32,1830.09,267997.58,19257465600.0
1833.65,1854.09,1833.37,1853.72,300756.29,20910315200.0
1858.43,1869.55,1853.63,1856.66,348243.23,23874294400.0
1833.17,1844.36,1827.49,1842.23,293300.03,20820404800.0
1847.16,1854.9,1830.72,1831.7,278470.02,19316372800.0
1825.5,1839.83,1810.5,1831.83,259579.49,18579468800.0
1833.14,1841.22,1819.76,1841.22,279166.46,19974160000.0
1845.08,1857.1,1844.45,1850.97,270248.58,19100436800.0
1848.55,1854.97,1837.76,1840.27,243642.08,17168689600.0
1848.61,1854.28,1831.75,1834.38,232703.94,16183731200.0
1829.55,1836.95,1811.03,1824.77,258479.17,18815947200.0
1827.32,1831.87,1783.71,1784.56,280932.03,20228640000.0
1795.72,1806.71,1759.56,1803.84,292286.62,21583494400.0
1803.78,1824.66,1801.55,1814.64,286889.15,20398857600.0
1807.75,1814.63,1776.33,1778.34,262162.35,19680569600.0
1777.92,1786.74,1746.81,1764.2,235947.18,17957980800.0
1763.77,1804.41,1763.77,1804.41,256845.97,19097000000.0
1796.56,1810.98,1794.26,1809.26,258197.68,18334835200.0
1804.39,1805.25,1770.32,1770.4,261166.26,18633244800.0
1778.68,1784.55,1761.7,1776.13,232558.99,16477651200.0
1780.19,1790.55,1764.54,1774.9,216936.7,16056708800.0
1771.82,1792.89,1753.72,1792.89,234010.64,17774331200.0
1789.11,1798.7,1786.17,1789.07,211943.2,15058243200.0
1792.32,1822.18,1792.32,1822.18,243704.27,17417718400.0
1834.01,1837.37,1826.06,1834.56,254773.01,18277092800.0
1834.01,1837.37,1826.06,1834.56,229130.51,16949864000.0
1836.67,1844.04,1830.37,1844.04,247278.05,18092529600.0
1845.96,1846.57,1825.11,1825.14,246766.58,18017140800.0
1825.1,1832.8,1817.9,1823.25,234726.45,16957027200.0
1825.27,1839.88,1817.51,1839.88,215123.55,15793264000.0
1833.96,1845.17,1830.36,1832.27,227295.36,16552187200.0
1831.4,1833.48,1818.98,1822.7,206557.22,15068288000.0
1820.41,1829.56,1809.78,1828.79,208174.22,15456804800.0
1838.73,1850.75,1838.73,1848.06,258556.05,19100574400.0
1847.54,1855.16,1841.72,1855.16,252476.32,17954385600.0
1851.36,1852.38,1834.72,1834.72,261399.49,18649657600.0
1833.87,1837.86,1824.75,1827.05,221567.41,15844931200.0
1825.43,1828.49,1808.14,1810.03,232126.1,17276086400.0
1808.1,1818.6,1794.79,1806.08,229962.08,16966409600.0
1802.42,1814.4,1786.55,1786.71,229850.99,16843614400.0
1761.93,1764.7,1734.28,1736.34,246263.3,19760689600.0
1748.79,1767.55,1738.47,1767.55,223329.17,17468766400.0
1760.29,1767.59,1736.7,1746.33,208986.4,16271888000.0
1749.62,1753.79,1738.26,1747.96,191048.3,14577224000.0
1748.66,1777.73,1748.66,1777.73,205931.78,15278966400.0
1776.43,1782.77,1773.04,1779.15,197067.36,14545673600.0
1783.91,1785.96,1766.99,1767.96,192944.85,14757136000.0
1764.01,1764.12,1739.42,1751.4,192911.9,15172724800.0
1747.37,1752.64,1735.91,1741.18,177860.88,13122534400.0
1741.86,1759.5,1726.44,1759.16,196641.57,14256822400.0
1753.66,1754.64,1731.37,1731.43,186972.51,14285163200.0
1725.03,1741.35,1716.77,1721.89,169792.24,13072091200.0
1720.91,1725.74,1685.43,1691.65,193958.9,15996443200.0
1664.05,1666.25,1579.47,1594.05,232494.99,21421267200.0
1584.2,1619.54,1578.15,1612.6,194874.62,16997456000.0
1610.22,1622.8,1577.75,1578.33,196624.85,17333758400.0
1567.05,1598.36,1556.06,1597.39,172146.22,15250953600.0
1608.25,1612.51,1586.45,1587.31,175553.6,15002142400.0
1566.86,1598.52,1561.5,1596.17,187372.05,16333251200.0
1596.26,1602.43,1570.15,1575.57,183706.32,15824067200.0
1570.15,1585.4,1555.97,1556.82,176326.51,15280020800.0
1559.47,1607.63,1557.31,1607.62,207416.54,18043708800.0
1606.22,1611.6,1570.14,1582.26,210042.64,18083964800.0
1582.34,1595.24,1549.49,1594.24,232206.21,19324969600.0
1587.53,1589.2,1557.01,1563.0,198615.68,17089145600.0
1560.79,1569.55,1527.72,1528.67,182472.26,16334622400.0
1529.81,1556.2,1504.96,1535.98,208214.3,18606299200.0
1540.57,1574.54,1540.57,1574.54,190277.98,16168908800.0
1576.85,1585.78,1570.56,1585.78,193348.05,16330056000.0
1558.21,1565.54,1534.39,1554.62,202787.58,17876652800.0
1554.09,1601.0,1554.09,1597.17,245476.38,21125155200.0
1597.84,1608.09,1595.34,1604.45,219715.6,18643241600.0
1601.48,1607.6,1594.91,1602.84,196006.85,16670696000.0
1599.99,1600.08,1581.46,1600.08,184592.77,15923232000.0
1600.94,1607.99,1588.12,1588.12,198838.58,17525657600.0
1588.46,1595.57,1569.88,1575.58,181552.59,16162035200.0
1573.53,1596.76,1562.14,1593.3,192701.38,16993048000.0
1583.28,1601.69,1578.49,1601.69,224042.75,19980912000.0
1601.42,1628.0,1600.06,1625.84,264149.65,24467264000.0
1626.38,1634.43,1621.47,1624.72,230878.64,21314694400.0
1624.57,1627.34,1606.37,1609.73,222740.4,22913867200.0
1607.8,1610.19,1595.8,1599.08,178252.64,18893475200.0
1597.13,1600.09,1569.45,1576.79,180699.89,17835708800.0
1574.05,1581.74,1568.78,1576.41,153584.22,14799110400.0
1579.41,1584.92,1549.28,1549.28,176825.9,17326452800.0
1542.88,1542.88,1481.33,1512.05,209522.34,21111115200.0
1508.8,1514.7,1486.06,1486.06,155634.18,15284339200.0
1481.83,1490.39,1446.87,1455.09,158118.5,15915233600.0
1458.2,1495.05,1446.76,1495.05,169408.42,17192406400.0
1491.85,1493.97,1466.32,1466.7,165379.26,17169350400.0
1462.02,1512.41,1458.93,1505.64,195979.18,19985720000.0
1505.09,1518.48,1503.12,1515.96,165058.98,15964504000.0
1498.57,1521.99,1492.34,1520.71,171116.19,16095376000.0
1518.48,1521.68,1508.79,1513.9,155968.62,15212969600.0
1513.65,1513.77,1480.36,1481.82,159319.22,16343238400.0
1463.99,1486.89,1451.51,1467.12,153176.64,15710542400.0
1477.88,1483.09,1439.76,1442.38,150008.3,15274692800.0
1441.31,1451.07,1421.03,1451.07,150695.17,14983972800.0
1451.45,1473.26,1446.95,1471.28,158587.36,14851388800.0
1468.31,1468.54,1452.78,1454.52,130788.56,13342621600.0
1453.49,1469.93,1449.44,1463.69,144363.82,14012508800.0
1460.64,1470.2,1454.78,1460.33,136518.18,14051987200.0
1462.85,1496.71,1462.85,1496.71,181849.84,17843616000.0
1497.05,1500.96,1491.42,1497.7,166333.92,16257603200.0
1495.37,1496.1,1485.01,1489.29,145148.3,15435206400.0
1487.24,1492.36,1465.88,1467.18,147057.34,15737646400.0
1461.23,1464.28,1446.66,1451.38,133742.27,13890948800.0
1447.86,1449.37,1429.11,1448.93,138221.07,14530902400.0
1448.33,1468.58,1445.23,1465.79,154187.89,16140718400.0
1461.37,1464.92,1442.25,1442.25,151426.72,16631390400.0
1436.78,1450.27,1426.67,1431.86,143254.24,14444945600.0
1434.26,1453.7,1424.23,1433.36,158206.48,16034705600.0
1431.46,1431.87,1406.29,1406.92,144973.78,15541417600.0
1406.0,1416.74,1399.01,1409.34,124255.61,13595459200.0
1408.45,1415.85,1400.61,1403.6,124329.41,12807609600.0
1415.69,1421.39,1393.02,1413.57,148401.95,15602195200.0
1414.86,1416.0,1401.56,1402.51,145771.39,16001022400.0
1394.71,1394.71,1377.41,1380.98,119820.06,14193734400.0
1376.34,1404.15,1375.88,1404.15,140630.88,16054216000.0
1400.61,1433.03,1398.39,1423.22,179756.54,20052977600.0
1421.36,1429.77,1417.68,1420.02,145532.5,17780699200.0
1423.13,1445.77,1416.73,1445.11,172515.22,19759412800.0
1434.69,1443.43,1430.11,1437.31,133842.76,14997012800.0
1439.75,1456.47,1435.77,1447.85,165306.19,18289716800.0
1446.18,1448.39,1429.38,1429.61,162586.35,19135563200.0
1431.36,1441.54,1427.95,1441.54,137841.09,15551537600.0
1414.3,1416.27,1385.15,1386.28,147414.82,16459032000.0
1388.88,1398.07,1378.77,1385.09,121538.59,13462190400.0
1387.19,1392.41,1371.46,1383.05,124726.71,13930040000.0
1340.34,1346.41,1286.06,1293.9,188563.01,23496763200.0
1285.57,1302.36,1253.78,1296.36,166093.71,21008427200.0
1299.71,1309.71,1278.87,1281.08,133513.49,15750788800.0
1280.82,1288.91,1249.93,1256.37,129276.93,15766505600.0
1271.12,1277.06,1239.7,1266.55,141153.58,17130014400.0
1257.9,1257.9,1230.97,1232.01,133097.38,16245334400.0
1215.33,1264.38,1212.23,1263.81,156915.39,18479433600.0
1275.53,1336.27,1275.53,1325.73,224719.34,25788292800.0
1325.48,1329.77,1292.16,1300.29,190659.52,22126718400.0
1293.51,1313.76,1286.85,1297.22,155062.86,18317009600.0
1259.75,1294.72,1253.88,1292.8,154975.18,19170339200.0
1301.19,1309.25,1285.83,1290.62,149178.48,18435699200.0
1282.92,1282.92,1258.92,1264.58,132936.46,15511408000.0
1258.95,1286.3,1244.42,1276.45,158569.38,18885766400.0
1278.51,1301.74,1277.27,1294.22,159980.37,19447832000.0
1305.33,1326.03,1304.76,1306.31,203028.08,23578544000.0
1331.95,1351.09,1326.4,1351.09,243418.1,26829963200.0
1347.49,1359.91,1332.45,1351.0,225011.34,25978688000.0
1346.04,1346.32,1328.74,1346.19,175163.89,21042286400.0
1344.81,1358.75,1339.19,1340.37,191635.38,22664051200.0
1349.2,1351.66,1332.63,1333.98,167906.14,20920217600.0
1326.73,1336.78,1322.99,1328.19,153029.41,19379552000.0
1326.25,1361.74,1324.63,1361.74,196865.63,24965288000.0
1345.74,1391.73,1343.16,1383.92,265967.52,35381539200.0
1381.43,1393.03,1375.34,1378.36,234042.08,31497161600.0
1376.85,1398.4,1376.38,1398.4,232073.7,28194432000.0
1399.52,1418.24,1393.2,1410.18,270892.93,31772758400.0
1408.7,1417.43,1400.49,1417.43,243573.65,29537494400.0
1404.62,1408.46,1377.9,1378.92,241037.94,28522121600.0
1362.92,1387.83,1361.13,1386.43,197813.36,24108835200.0
1390.05,1394.71,1380.1,1385.84,179738.66,22481081600.0
1383.89,1384.94,1331.53,1335.15,208514.5,26333291200.0
1332.72,1342.48,1325.4,1330.93,146580.59,17877056000.0
1337.76,1343.24,1327.98,1336.68,148715.44,18052849600.0
1336.31,1355.38,1322.75,1355.38,172682.0,21748484800.0
1361.45,1364.94,1325.43,1325.43,181004.22,21785913600.0
1322.16,1339.1,1311.1,1337.74,155198.51,18701604800.0
1372.63,1386.59,1363.93,1381.55,237165.38,26580451200.0
1378.37,1387.49,1375.1,1387.49,186078.64,22374763200.0
1363.32,1388.39,1359.93,1380.78,188505.46,22438304000.0
1371.17,1374.04,1349.67,1350.75,181809.5,20841590400.0
1351.86,1356.42,1346.08,1350.7,143160.66,16689683200.0
1339.49,1344.05,1328.52,1332.53,141495.09,16680587200.0
1335.28,1343.9,1334.09,1343.9,133006.12,15956734400.0
1348.77,1351.98,1342.22,1346.03,133651.32,16150862400.0
1348.54,1367.77,1341.13,1360.92,172438.02,19649995200.0
1357.42,1358.11,1326.75,1327.42,168205.14,19837417600.0
1321.67,1324.95,1307.98,1323.31,135264.91,15889107200.0
1315.08,1325.72,1302.39,1312.55,130614.95,15510097600.0
1313.97,1315.66,1292.26,1294.49,123423.16,14533289600.0
1291.51,1299.51,1285.95,1297.1,127644.14,15272123200.0
1292.36,1293.95,1274.62,1284.66,134890.22,15982014400.0
1281.32,1295.83,1278.05,1295.72,127544.92,14303468800.0
1282.11,1289.0,1256.71,1285.19,161139.3,19548996800.0
1283.91,1291.33,1278.07,1279.79,137327.92,15952491200.0
1297.67,1300.29,1264.23,1264.23,151405.86,17591147200.0
1265.99,1275.6,1257.8,1267.87,133833.73,15583808000.0
1270.5,1271.96,1253.98,1256.39,128669.99,14682648000.0
1254.13,1267.36,1245.5,1246.36,145238.85,17315116800.0
1234.65,1279.49,1231.83,1279.49,182962.32,23161689600.0
1287.07,1302.92,1283.36,1301.41,201785.66,24868884800.0
1298.94,1302.82,1295.11,1299.89,176356.51,22939400000.0
1303.64,1323.47,1300.53,1306.95,218445.06,26676795200.0
1306.09,1313.96,1300.73,1303.48,180671.9,22741363200.0
1304.83,1313.36,1300.47,1313.36,173750.05,21710579200.0
1313.49,1315.31,1300.82,1303.75,166914.29,21593476800.0
1301.78,1323.27,1298.71,1323.16,182224.54,22311038400.0
1322.57,1328.99,1319.09,1321.52,177785.02,21607643200.0
1320.91,1321.94,1307.85,1309.14,166613.84,21023803200.0
1310.69,1322.2,1306.39,1322.14,175381.2,22063081600.0
1323.71,1335.38,1322.44,1330.17,173201.98,20489668800.0
1329.03,1329.03,1310.46,1314.58,155636.67,18846436800.0
1310.82,1317.51,1309.28,1316.28,138876.66,16848838400.0
1317.54,1327.11,1309.54,1322.3,169008.16,20196841600.0
1322.9,1331.71,1318.65,1319.97,177486.4,21191940800.0
1326.89,1334.38,1312.35,1314.99,172300.86,20242334400.0
1311.12,1311.12,1280.03,1300.34,167051.82,20890969600.0
1293.51,1302.79,1283.71,1283.71,136185.74,16334214400.0
1282.95,1293.62,1267.26,1274.74,159830.11,20636524800.0
1281.16,1309.99,1281.16,1309.99,150222.9,18099025600.0
1312.81,1347.98,1312.81,1347.94,182559.01,21162926400.0
1347.81,1367.08,1345.88,1364.15,208455.17,25879923200.0
1366.27,1392.57,1364.28,1389.68,267037.76,31813798400.0
1390.49,1404.86,1385.24,1398.84,247156.3,31020022400.0
1396.07,1401.52,1387.81,1389.47,248518.77,30705859200.0
1399.12,1440.95,1399.12,1440.95,323520.8,39670108800.0
1447.24,1456.15,1427.4,1443.6,358713.57,43730624000.0
1444.18,1449.75,1431.59,1448.24,293835.3,36567625600.0
1447.3,1472.15,1438.98,1444.35,365674.34,43136236800.0
1440.57,1477.25,1437.18,1477.25,357695.46,41685049600.0
1499.87,1557.27,1498.0,1557.27,574588.54,64391667200.0
1561.14,1581.57,1541.44,1549.71,605314.82,68952716800.0
1546.0,1563.62,1523.0,1540.92,479406.18,55038713600.0
1539.61,1556.94,1535.44,1546.33,363525.89,42168944000.0
1556.68,1564.84,1540.06,1564.84,357074.11,39995929600.0
1580.62,1627.91,1578.88,1599.48,565949.7,60633536000.0
1595.68,1635.98,1589.48,1635.98,513753.18,56348748800.0
1643.43,1660.91,1624.53,1660.41,620802.94,69238809600.0
1658.24,1684.33,1639.66,1668.53,640923.2,68551244800.0
1630.09,1673.4,1605.28,1605.28,658507.14,70948979200.0
1615.67,1667.82,1609.91,1667.82,540090.88,55851136000.0
1681.02,1710.39,1668.68,1695.81,650014.14,66359244800.0
1696.15,1696.15,1646.13,1656.54,599981.12,61596454400.0
1643.35,1658.01,1601.94,1618.26,456280.67,48217190400.0
1628.02,1655.79,1623.16,1641.37,405946.02,42244179200.0
1646.94,1685.79,1632.75,1685.79,434179.9,43981529600.0
1686.45,1698.11,1676.84,1688.76,422403.01,43173948800.0
1686.27,1689.58,1655.28,1684.57,430605.31,45121990400.0
1685.76,1708.99,1680.52,1697.49,482004.77,51593609600.0
1696.91,1702.49,1668.24,1700.94,445257.79,46787248000.0
1671.62,1700.4,1666.39,1676.43,444008.9,46080672000.0
1683.75,1689.13,1635.85,1639.94,426899.58,44886054400.0
1650.51,1655.02,1623.69,1654.69,369665.31,37691923200.0
1649.48,1668.39,1638.5,1639.72,374108.9,36530224000.0
1640.0,1695.14,1635.8,1695.14,449584.93,43550496000.0
1707.05,1756.11,1707.05,1755.67,563895.94,53963475200.0
1763.71,1771.63,1750.79,1757.6,575814.21,55705760000.0
1748.61,1773.07,1742.41,1772.09,490776.86,49111657600.0
1777.23,1786.19,1762.64,1780.02,529780.77,51412841600.0
1793.91,1799.1,1747.33,1770.2,560604.8,54494208000.0
1769.34,1783.65,1759.38,1783.01,459924.54,44013344000.0
1774.02,1794.77,1761.93,1779.28,503290.91,47463836800.0
1777.82,1781.86,1738.94,1740.37,456637.57,44425212800.0
1737.53,1747.04,1724.82,1738.52,368249.18,37090620800.0
1762.3,1772.16,1723.38,1723.91,420112.45,40354406400.0
1713.9,1760.02,1701.52,1760.02,430879.14,41181244800.0
1760.31,1782.48,1758.11,1772.71,475592.74,45350076800.0
1771.89,1776.63,1759.45,1762.3,429914.3,42288057600.0
1760.0,1778.81,1747.24,1778.81,405256.8,40945500800.0
1780.18,1780.55,1746.7,1751.91,445057.5,43713561600.0
1748.87,1751.81,1724.91,1728.86,408140.7,40374121600.0
1733.05,1747.88,1713.07,1747.88,373852.77,37074441600.0
1740.26,1745.33,1687.65,1688.25,424300.8,43010768000.0
1678.17,1691.38,1665.29,1665.8,349231.01,33976294400.0
1665.5,1668.7,1622.65,1625.62,356782.11,35661616000.0
1617.73,1645.9,1617.73,1636.59,271059.36,26379292800.0
1576.77,1579.64,1506.32,1515.8,343574.69,35521340800.0
1524.79,1549.64,1513.53,1540.31,292641.09,29671360000.0
1508.96,1555.82,1502.48,1530.31,269925.63,28959724800.0
1516.32,1532.34,1508.35,1510.72,236562.61,24492793600.0
1528.07,1568.62,1499.56,1568.62,335996.86,34673532800.0
1550.81,1563.97,1543.65,1551.75,263589.65,26845427200.0
1533.31,1557.3,1532.53,1542.07,254317.66,25863092800.0
1555.4,1580.82,1554.65,1577.92,286522.18,28889590400.0
1576.69,1587.24,1571.87,1584.81,296006.78,31023248000.0
1585.78,1586.65,1526.74,1533.22,325842.43,34917116800.0
1529.93,1532.27,1496.86,1521.72,263532.43,27499248000.0
1521.38,1552.87,1516.68,1548.68,276693.73,28750272000.0
1546.59,1555.79,1530.96,1540.85,275630.14,28196518400.0
1534.7,1534.7,1499.51,1503.37,271749.12,27896182400.0
1497.8,1513.18,1491.66,1496.03,218225.15,22871411200.0
1498.3,1536.63,1490.71,1533.52,258901.22,27087555200.0
1534.42,1552.05,1529.53,1541.65,272273.47,27664336000.0
1533.92,1552.65,1531.24,1541.66,243073.76,24802646400.0
1537.05,1537.05,1514.44,1532.03,256436.06,26423201600.0
1532.24,1546.46,1525.86,1531.86,246188.11,24879475200.0
1535.89,1543.35,1510.29,1515.89,271098.75,27345116800.0
1514.37,1515.35,1485.33,1494.15,241319.52,23885209600.0
1507.04,1511.28,1491.71,1494.77,232586.08,22444249600.0
1493.39,1493.39,1458.47,1463.7,221817.15,23061457600.0
1468.4,1489.3,1462.23,1483.23,204223.09,20531521600.0
1485.11,1538.81,1485.08,1538.23,310971.78,31653107200.0
1534.89,1542.38,1525.25,1528.4,290334.34,29573868800.0
1527.15,1536.49,1517.4,1532.79,258036.18,26863145600.0
1534.24,1539.06,1503.8,1505.06,254617.55,27365804800.0
1504.24,1513.62,1496.82,1502.12,192565.66,20521291200.0
1502.91,1510.97,1492.59,1504.57,184847.47,19369611200.0
1542.46,1548.72,1526.07,1526.77,278447.26,27530777600.0
1525.5,1563.32,1520.05,1556.6,314633.31,31721075200.0
1567.07,1582.28,1566.93,1577.44,345121.79,35167372800.0
1578.9,1581.79,1568.63,1576.09,283809.34,28608441600.0
1574.17,1574.17,1541.91,1560.46,268990.56,27997001600.0
1551.64,1568.46,1546.86,1560.51,219179.44,22382782400.0
1565.17,1583.58,1565.17,1577.56,267164.1,25867987200.0
1576.58,1576.58,1553.75,1562.42,231871.7,24300249600.0
1594.85,1616.55,1587.91,1616.55,347575.36,33774713600.0
1615.38,1621.78,1610.28,1619.12,309118.78,30653136000.0
1614.55,1614.58,1593.37,1600.02,269439.42,26047259200.0
1602.18,1606.42,1583.67,1591.24,236229.22,23280217600.0
1592.43,1604.85,1587.01,1601.2,211103.87,19870308800.0
1597.71,1597.73,1546.18,1554.8,262592.13,26027995200.0
1553.6,1561.47,1543.93,1558.11,197522.08,18809081600.0
1562.45,1563.79,1545.08,1550.87,190363.78,18729433600.0
1558.84,1569.7,1542.64,1548.93,196286.74,19034566400.0
1550.21,1560.3,1542.35,1556.77,187117.22,18618625600.0
1551.31,1578.7,1531.98,1572.34,245906.27,24164921600.0
1570.08,1575.56,1566.87,1571.81,211676.06,21131214400.0
1570.15,1581.97,1565.15,1574.35,229356.06,23506769600.0
1567.14,1567.14,1548.61,1548.64,213971.12,22242691200.0
1554.41,1572.69,1554.41,1560.27,200890.56,20047433600.0
1562.53,1563.41,1527.52,1532.43,209835.62,21854539200.0
1532.67,1545.87,1532.67,1545.87,175168.27,16811876800.0
1550.16,1570.36,1550.16,1562.97,221447.31,21397804800.0
1562.83,1573.38,1560.05,1572.8,224169.7,21285369600.0
1568.08,1575.53,1565.04,1573.45,193088.83,18565448000.0
1573.91,1578.34,1567.92,1574.95,196302.61,18659681600.0
1575.88,1592.95,1575.88,1582.07,213376.14,20690014400.0
1578.55,1578.55,1569.55,1571.3,193003.95,18530123200.0
1563.53,1572.16,1555.6,1563.06,202878.62,18913252800.0
1528.97,1541.82,1523.37,1539.86,238579.94,22855443200.0
1534.27,1546.23,1517.27,1517.27,219269.01,20385204800.0
1488.91,1496.45,1458.06,1490.3,268428.45,27430560000.0
1499.45,1502.38,1483.95,1483.95,199858.78,18908393600.0
1491.42,1501.77,1490.34,1498.95,189027.17,17679433600.0
1505.81,1507.68,1477.36,1479.86,209545.42,19512147200.0
1482.89,1508.99,1479.71,1508.99,200207.12,18386734400.0
1497.83,1503.85,1492.97,1498.63,185691.55,17058731200.0
1518.09,1523.23,1507.35,1509.0,228412.24,20750172800.0
1477.55,1517.07,1473.09,1517.07,220269.5,21280747200.0
1516.66,1536.98,1515.08,1525.48,244112.62,22069740800.0
1542.32,1571.97,1539.77,1571.97,334507.17,30361785600.0
1574.98,1584.03,1569.84,1574.12,313938.18,29373635200.0
1570.72,1578.51,1567.39,1572.62,271263.78,24920692800.0
1576.6,1579.15,1567.05,1578.91,270500.06,25724616000.0
1579.69,1585.64,1571.41,1578.7,277017.18,26206283200.0
1547.83,1570.94,1545.9,1566.57,270062.3,25743307200.0
1576.44,1604.83,1576.44,1595.82,327274.75,31195763200.0
1596.53,1598.92,1587.02,1593.82,291830.72,28582745600.0
1596.06,1598.97,1587.06,1591.08,281822.72,27253728000.0
1599.26,1603.14,1570.72,1579.25,329958.4,31254262400.0
1581.5,1616.69,1581.01,1614.92,327223.36,30136249600.0
1617.79,1625.56,1611.84,1625.56,339338.18,31011600000.0
1622.39,1636.4,1619.33,1636.4,354614.66,33054323200.0
1644.74,1670.14,1644.69,1651.63,457300.48,43074563200.0
1657.91,1660.01,1644.33,1657.5,375673.63,33145740800.0
1671.44,1689.21,1663.77,1689.21,429809.25,38716518400.0
1690.34,1690.51,1676.28,1687.31,420976.77,38188553600.0
1690.75,1692.98,1669.54,1671.54,379390.59,34903564800.0
1675.82,1684.05,1667.32,1681.23,312736.7,28858313600.0
1687.12,1691.39,1678.24,1685.09,343855.65,31711916800.0
1681.06,1681.06,1645.21,1651.35,348199.84,32738848000.0
1654.56,1660.91,1647.32,1655.61,287220.16,25590323200.0
1659.92,1672.63,1650.96,1672.63,298277.25,26511713600.0
1675.63,1680.25,1668.92,1675.35,328529.95,28106035200.0
1670.1,1670.1,1647.71,1660.06,308891.9,27117100800.0
1660.46,1678.95,1657.68,1665.56,341844.13,28406067200.0
1658.0,1658.0,1638.53,1638.77,321965.92,28385292800.0
1642.46,1644.23,1597.72,1597.72,321756.35,28735366400.0
1597.5,1616.81,1597.5,1612.26,244360.5,21487849600.0
1611.99,1618.15,1595.21,1595.21,209905.46,18404292800.0
1598.67,1612.17,1596.48,1598.64,221061.71,18861056000.0
1594.07,1609.1,1584.21,1609.1,214854.32,18862585600.0
1608.82,1632.31,1605.34,1631.84,263405.57,22206996800.0
1634.86,1643.51,1622.83,1636.96,273787.78,24353344000.0
1650.87,1666.32,1647.97,1660.33,313869.09,28536009600.0
1654.87,1654.87,1639.34,1641.95,289616.58,26634944000.0
1641.92,1648.69,1634.69,1635.65,256657.33,23314814400.0
1637.13,1640.49,1631.05,1635.92,225158.08,20659624000.0
1638.15,1645.08,1613.48,1616.72,253797.04,23804270400.0
1616.09,1616.12,1602.85,1614.87,224397.55,20991393600.0
1617.65,1631.22,1616.03,1631.22,226621.14,20755238400.0
1631.04,1631.94,1614.85,1618.4,228668.7,21597580800.0
1617.38,1622.12,1605.49,1616.33,218608.08,20722232000.0
1616.82,1633.79,1608.94,1632.4,245550.67,22496182400.0
1640.59,1658.24,1640.12,1658.24,321498.08,29901315200.0
1659.47,1659.47,1642.68,1642.68,343687.97,32160867200.0
1635.81,1637.89,1624.57,1628.62,285810.82,27156470400.0
1630.59,1633.65,1615.0,1616.19,269309.7,24266337600.0
1612.31,1638.25,1609.34,1637.0,259246.86,22589737600.0
1640.63,1652.67,1640.63,1646.7,280703.3,23904148800.0
1648.7,1661.09,1640.94,1655.6,277803.55,23862944000.0
1656.22,1656.26,1635.6,1641.23,268576.99,23253072000.0
1639.71,1654.3,1637.69,1651.77,243099.95,21664172800.0
1661.1,1666.14,1647.91,1648.68,275554.24,23412424000.0
1638.1,1638.1,1608.97,1611.44,256702.53,23154710400.0
1611.11,1615.73,1594.76,1614.19,226458.96,20597518400.0
1613.68,1617.64,1605.96,1614.3,212387.98,18398824000.0
1614.07,1627.79,1612.51,1624.13,236226.19,20546145600.0
1622.82,1626.84,1605.7,1605.7,248495.68,21350582400.0
1603.32,1618.54,1601.68,1617.19,219544.96,19194867200.0
