寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
1884.49,1896.08,1873.29,1876.51,277593.7,16944297600.0
1876.75,1880.43,1840.25,1874.31,276801.15,16980742400.0
1866.05,1883.54,1863.61,1873.99,237945.65,14035894400.0
1873.68,1929.03,1865.76,1929.03,341714.05,20363872000.0
1922.11,1943.3,1919.67,1928.63,346375.42,20562688000.0
1925.32,1943.45,1921.41,1942.54,311085.15,18087115200.0
1944.29,1950.11,1871.61,1871.61,427588.64,25924972800.0
1852.65,1852.65,1795.86,1804.34,310886.91,20194742400.0
1799.7,1812.78,1792.46,1802.27,217953.38,13689120000.0
1812.25,1817.29,1784.99,1791.06,247060.43,15409561600.0
1766.26,1790.36,1738.7,1790.03,239419.98,15600950400.0
1784.19,1806.39,1774.56,1784.33,223737.33,14245593600.0
1778.94,1815.03,1771.26,1815.03,235093.15,14906377600.0
1816.19,1832.43,1801.81,1814.68,290898.94,17757208000.0
1799.43,1799.43,1746.76,1766.08,267266.18,17767144000.0
1764.79,1798.46,1764.79,1775.88,251626.98,15651912000.0
1761.34,1794.95,1755.23,1794.95,242144.77,14998232000.0
1799.05,1821.8,1799.05,1820.99,279258.46,16899600000.0
1818.36,1818.36,1792.33,1804.6,250343.28,15574307200.0
1816.07,1825.33,1792.65,1800.23,253751.38,15180699200.0
1795.17,1808.93,1763.45,1808.93,264346.56,16607028800.0
1804.49,1820.24,1799.81,1807.04,254549.34,15971998400.0
1795.93,1813.94,1780.59,1798.77,217888.08,13861555200.0
1801.03,1872.36,1801.03,1872.36,395044.42,25583704000.0
1877.3,1898.51,1876.62,1886.51,434118.59,26537846400.0
1884.0,1904.74,1882.76,1904.74,375464.42,23172561600.0
1905.22,1927.45,1899.83,1914.81,433350.85,25144467200.0
1920.65,1924.55,1906.74,1920.12,355498.82,20836387200.0
1920.4,1926.35,1909.06,1924.88,345431.55,19952084800.0
1921.39,1930.45,1901.68,1918.62,368553.79,20813353600.0
1892.07,1905.11,1827.36,1827.36,390597.66,23324979200.0
1817.77,1836.68,1812.31,1832.63,274144.77,16916028800.0
1812.96,1897.91,1810.66,1889.87,375866.85,22961752000.0
1888.44,1900.03,1879.59,1885.44,391909.02,23466182400.0
1890.0,1914.33,1885.62,1900.73,375084.74,22652028800.0
1900.91,1913.3,1882.78,1909.12,336267.71,19957849600.0
1920.11,1932.32,1881.07,1889.71,394594.69,23489849600.0
1884.46,1921.38,1882.55,1921.38,329670.27,19712675200.0
1920.0,1926.27,1900.86,1915.21,359997.47,21722798400.0
1912.13,1927.44,1845.64,1900.6,431964.0,27094643200.0
1887.92,1946.7,1887.82,1946.7,393174.53,23495878400.0
1940.28,1972.11,1937.99,1970.38,453912.61,26830876800.0
1977.41,1982.26,1963.9,1973.34,420868.8,24955990400.0
1973.94,1979.02,1963.8,1974.24,387686.43,22314700800.0
1976.31,1985.9,1963.81,1970.72,347329.5,20480059200.0
1956.49,2004.99,1955.2,2001.69,405530.05,25410784000.0
2002.42,2009.24,1992.73,2006.38,437431.42,26376420800.0
2000.86,2015.81,1995.0,2015.17,417052.29,24983075200.0
2013.22,2022.65,1995.4,2015.15,463295.65,28098198400.0
2013.17,2023.63,2003.63,2012.29,380501.95,22683646400.0
2015.55,2027.82,1999.34,2000.98,427969.82,26265812800.0
1998.75,2025.02,1973.74,2025.02,446222.21,28369241600.0
2029.41,2047.32,2024.4,2041.66,449765.5,28532080000.0
2039.56,2045.44,2031.48,2044.93,379008.7,23509820800.0
2045.1,2047.76,2030.91,2038.73,365286.14,22506724800.0
2034.02,2040.1,2017.1,2027.88,351020.74,21887928000.0
2026.23,2034.45,2011.51,2034.45,329467.97,20036364800.0
2035.35,2045.81,2031.09,2035.85,333861.92,20105649600.0
2035.5,2052.69,2030.82,2038.18,356590.53,21591793600.0
2037.25,2040.79,2017.77,2019.57,342320.96,20997888000.0
2015.55,2030.39,2009.71,2019.81,316345.09,19346638400.0
2019.27,2044.96,2019.19,2044.96,299654.3,18943100800.0
2045.89,2047.19,1932.45,1953.99,490086.5,31906188800.0
1949.54,1964.69,1922.85,1950.99,339613.41,21853728000.0
1950.11,1955.05,1932.23,1941.56,261373.47,16814700800.0
1933.19,1933.19,1892.99,1912.65,255091.01,17171176000.0
1910.24,1926.69,1909.27,1926.69,193269.6,12823628000.0
1923.24,1936.81,1919.03,1934.81,222811.12,15002187200.0
1933.61,1950.58,1926.47,1948.91,251510.08,16628811200.0
1948.61,1954.75,1940.47,1941.61,240475.28,15904249600.0
1935.83,1962.26,1922.69,1962.26,242181.02,16801441600.0
1961.72,1982.66,1960.56,1982.66,275599.87,18495520000.0
1982.11,1988.79,1976.1,1976.16,283975.14,18772019200.0
1972.54,1976.9,1950.92,1950.92,270488.9,18017848000.0
1947.28,1973.67,1946.01,1973.67,247366.29,16995676800.0
1977.23,2028.88,1974.34,2023.24,423148.29,28530688000.0
2026.34,2042.37,2026.31,2036.8,401054.72,26123993600.0
2036.97,2049.65,2031.16,2043.27,375148.67,23962464000.0
2040.35,2051.3,2034.93,2042.22,378349.15,25425844800.0
2040.65,2050.99,2033.42,2044.7,324525.31,21516508800.0
2045.34,2050.03,2018.26,2018.66,326663.68,21401305600.0
2016.93,2031.31,2010.95,2024.05,280939.1,18905080000.0
2026.14,2040.04,2023.99,2030.28,280660.9,18300499200.0
2019.53,2022.09,1995.6,2019.02,310230.69,20066310400.0
2022.96,2039.13,2019.02,2023.09,298939.68,18755225600.0
2021.68,2032.67,2019.41,2027.15,265472.59,16785019200.0
2028.85,2039.08,2025.05,2028.36,258557.84,16537252800.0
2028.56,2034.21,2016.65,2032.87,272164.54,17313478400.0
2032.57,2035.29,2017.46,2017.46,277785.66,17954324800.0
2014.41,2024.45,1999.76,2009.29,260324.34,16461827200.0
2015.19,2029.03,2014.29,2018.1,248834.61,16325249600.0
2019.27,2048.19,2002.81,2048.19,339423.55,21682393600.0
2048.18,2057.78,2042.43,2044.55,353532.1,23275617600.0
2043.11,2051.57,2038.38,2050.08,283129.82,18317708800.0
2050.59,2054.6,2035.02,2035.02,299127.23,19554011200.0
1998.5,2007.0,1976.97,1977.06,318301.22,21904324800.0
1987.77,1993.66,1977.79,1989.33,244173.92,16327843200.0
1980.32,1991.54,1973.11,1980.25,226780.86,15268291200.0
1984.12,2001.37,1984.12,2001.29,212442.03,14237508800.0
2002.68,2003.28,1994.95,2000.06,216454.59,14637459200.0
1999.53,2010.45,1998.86,2005.59,217569.92,14412435200.0
2016.64,2024.74,2015.01,2018.16,258321.58,17145712000.0
2019.57,2020.84,2007.79,2008.12,248554.46,16568160000.0
2004.16,2004.16,1966.6,1966.6,262945.28,17991774400.0
1962.59,1981.26,1955.17,1981.26,217012.27,14838284800.0
1982.18,1983.51,1974.68,1978.3,188843.31,12883832800.0
1979.46,1993.87,1979.46,1985.92,200694.51,13760177600.0
1983.99,1998.27,1983.41,1995.61,185922.43,12813920000.0
2004.73,2033.38,1999.8,2033.38,278866.88,18528139200.0
2033.64,2043.69,2031.23,2043.69,279847.65,19424787200.0
2037.91,2047.12,2034.55,2047.12,265440.88,18230672000.0
2046.81,2054.56,2044.17,2049.31,265886.96,18818579200.0
2046.6,2047.75,2032.9,2046.74,259794.82,17895542400.0
2048.88,2051.64,2022.04,2027.56,284275.97,19194472000.0
2025.07,2056.59,2025.04,2056.59,287387.1,19106515200.0
2059.46,2063.16,2048.68,2053.79,297956.48,20123705600.0
2054.51,2063.02,2052.13,2060.39,297291.84,19550060800.0
2059.08,2060.6,2035.52,2052.56,304099.33,20091734400.0
2053.08,2073.42,2049.73,2070.21,313520.7,21037270400.0
2071.17,2077.8,2070.61,2077.75,317890.43,20616262400.0
2077.29,2077.31,2063.19,2069.36,331487.46,21818611200.0
2067.06,2068.47,2059.48,2068.09,271680.77,17815580800.0
2067.11,2074.88,2051.98,2052.01,298573.09,19246307200.0
2046.27,2052.65,2035.58,2050.28,256789.1,16456220800.0
2051.93,2073.11,2051.93,2073.11,287954.5,17762728000.0
2069.16,2075.04,2058.76,2060.05,326705.06,20802662400.0
2055.16,2085.92,2053.54,2071.59,374684.19,23363249600.0
2071.6,2081.12,2063.2,2067.15,327377.12,20427692800.0
2066.97,2072.59,2060.78,2066.81,300836.99,20582494400.0
2073.17,2082.89,2070.83,2080.44,304407.01,20016803200.0
2080.56,2082.84,2041.33,2068.47,376387.2,24692473600.0
2083.71,2098.37,2083.71,2096.89,369276.48,24229516800.0
2097.04,2108.03,2093.96,2108.03,416711.62,28199964800.0
2104.0,2120.35,2101.7,2114.3,421036.0,28535155200.0
2114.16,2124.4,2107.26,2124.4,363694.75,24076665600.0
2126.45,2131.95,2124.0,2124.85,382682.85,25047598400.0
2119.86,2121.25,2106.92,2116.86,318896.19,21232230400.0
2117.82,2123.44,2108.63,2111.28,308946.11,19897120000.0
2110.6,2122.74,2110.28,2118.94,330073.95,20174880000.0
2121.94,2137.88,2121.94,2137.88,371295.39,22418841600.0
2140.52,2143.78,2125.18,2129.51,401968.64,24481475200.0
2126.85,2133.85,2116.88,2121.49,366541.76,22785004800.0
2119.73,2129.84,2088.32,2129.84,353335.55,22060931200.0
2134.61,2136.92,2125.56,2126.82,341602.24,21969131200.0
2122.44,2131.79,2110.31,2110.36,341765.34,22789192000.0
2106.57,2116.28,2100.3,2106.91,300698.62,19422692800.0
2110.04,2119.69,2110.04,2119.69,297979.52,18849190400.0
2119.18,2120.22,2083.4,2084.49,315706.82,20662827200.0
2063.07,2084.24,2059.25,2068.17,272382.72,18266936000.0
2071.45,2078.51,2068.92,2071.44,242762.13,15338644800.0
2071.51,2090.33,2067.13,2090.33,248168.99,16538902400.0
2091.67,2091.96,2076.15,2077.37,256773.14,16893123200.0
2075.11,2079.56,2066.16,2070.01,260334.42,16529924800.0
2068.71,2069.46,1967.72,1969.32,357545.57,24313985600.0
1963.15,1982.2,1946.7,1975.88,254805.33,17699094400.0
1973.0,1980.05,1954.81,1959.86,249731.58,17272808000.0
1953.19,1985.6,1951.93,1972.91,245621.62,16862382400.0
1973.58,1993.26,1971.98,1991.64,243929.36,16659929600.0
1990.8,1990.8,1979.56,1984.1,225112.78,15843201600.0
1982.48,1984.31,1972.92,1981.32,212769.84,15126662400.0
1985.02,1996.36,1985.02,1996.03,225349.62,15418358400.0
1995.65,1996.58,1984.43,1993.37,211136.02,14583104000.0
1992.32,1993.4,1969.51,1971.06,215430.56,14789104000.0
1963.09,1978.37,1942.14,1978.37,207698.58,14265920000.0
1977.68,1985.88,1976.45,1979.73,200747.7,13586051200.0
1978.47,1982.91,1968.68,1972.35,197190.56,13842144000.0
1969.03,1979.41,1965.16,1966.24,192481.18,12992263200.0
1967.53,1973.85,1962.44,1969.11,191486.91,13102331200.0
1972.55,1985.95,1972.55,1985.95,199509.7,14279956800.0
1986.49,2008.79,1984.38,2008.79,254837.58,17626163200.0
2008.34,2011.26,2005.0,2005.58,250316.48,17215478400.0
2003.36,2003.59,1987.39,1988.13,247407.97,16793520000.0
1985.76,1995.12,1981.04,1994.15,223251.41,15404848000.0
1993.06,1999.69,1988.2,1989.29,222473.01,15856977600.0
1985.86,1992.08,1968.43,1968.43,215376.05,15135278400.0
1966.66,1973.06,1949.75,1951.31,201802.45,14691348800.0
1951.0,1953.93,1918.97,1921.0,209305.25,14584425600.0
1914.95,1915.02,1804.53,1851.41,259160.75,19327832000.0
1844.5,1873.02,1823.51,1873.02,200821.55,14120460800.0
1867.98,1875.64,1860.52,1864.59,172147.18,11920532800.0
1858.98,1868.6,1850.61,1857.46,158610.42,11457200800.0
1854.68,1889.24,1854.68,1885.77,181462.3,12638852800.0
1888.09,1907.04,1888.09,1902.14,183623.87,13330395200.0
1901.53,1902.14,1893.88,1896.45,171520.45,12481034400.0
1894.24,1907.07,1892.3,1904.04,156613.68,11084386400.0
1906.69,1917.32,1906.65,1917.32,144879.63,10373500800.0
1918.79,1920.09,1904.67,1909.79,132125.44,9878505600.0
1910.21,1927.57,1906.84,1927.57,179131.52,12574917600.0
1925.9,1931.19,1917.91,1927.17,198583.31,14032235200.0
1924.23,1941.79,1915.31,1941.79,215605.12,15135014400.0
1940.84,1956.38,1939.63,1954.62,248940.18,17440206400.0
1954.79,1956.77,1947.84,1950.32,252756.83,18895697600.0
1948.93,1965.31,1946.99,1964.75,248392.27,18190348800.0
1964.78,1966.82,1958.43,1964.32,226960.64,16196755200.0
1963.06,1968.62,1943.64,1947.04,261788.75,18465884800.0
1945.51,1958.67,1943.25,1958.12,224871.84,16469172800.0
1958.26,1964.56,1941.76,1945.11,250771.74,18083033600.0
1944.29,1962.53,1943.76,1962.53,248559.3,17911537600.0
1964.14,1981.14,1963.19,1981.14,265438.66,18926355200.0
1980.99,1990.34,1977.52,1990.34,267384.22,19384171200.0
1990.26,1992.78,1980.66,1991.98,281301.6,19963321600.0
1990.85,2000.9,1989.12,2000.38,262613.47,17569670400.0
2001.63,2003.67,1987.15,1988.77,255879.78,17289896000.0
1990.34,2001.32,1989.15,2001.32,233185.42,15530988800.0
2004.0,2016.3,2002.65,2008.87,270476.99,18017321600.0
2010.72,2013.52,1996.9,1997.72,263687.94,17661628800.0
1991.83,2003.81,1985.53,2001.91,256853.18,16474982400.0
2003.56,2025.54,2003.56,2025.54,285152.54,17721643200.0
2026.18,2031.63,2020.68,2031.63,285574.91,17739488000.0
2030.92,2030.92,2017.85,2024.28,257512.18,16087518400.0
2021.43,2021.44,2005.36,2009.55,251301.18,16081769600.0
2008.17,2018.34,2008.17,2013.64,244237.55,14727486400.0
2012.69,2029.89,2000.76,2029.89,267664.34,16549324800.0
2030.24,2034.51,2023.48,2027.11,268495.62,16139825600.0
2023.72,2029.29,2018.65,2026.76,256902.64,15659144000.0
2030.61,2046.31,2030.61,2046.31,306000.9,18611849600.0
2047.15,2054.02,2029.59,2029.73,338193.38,20374886400.0
2028.0,2036.05,2021.54,2036.05,281785.22,16929475200.0
2035.01,2043.94,2033.01,2043.94,277309.92,15954444800.0
2034.56,2042.37,2024.2,2037.89,301398.43,18205891200.0
2038.32,2046.59,2017.07,2038.6,321251.9,18716044800.0
2038.33,2048.89,2035.78,2046.74,295505.09,18485872000.0
2047.02,2048.83,2037.5,2039.41,288129.57,17907553600.0
2037.92,2041.84,2030.93,2034.22,262409.66,15839899200.0
2034.67,2036.8,2016.77,2019.39,294686.5,18499619200.0
2015.2,2015.2,1975.98,1979.58,316558.21,20954497600.0
1978.93,1988.9,1975.27,1986.47,249632.08,15948366400.0
1995.81,2023.2,1995.81,2023.2,303065.92,20158147200.0
2026.3,2032.29,2022.57,2029.21,290791.04,19108035200.0
2027.87,2034.79,2024.42,2028.33,299593.98,20503382400.0
2025.25,2025.25,2006.48,2008.5,346168.61,23951478400.0
2006.66,2022.5,1986.75,2022.38,383536.54,26735723200.0
2020.61,2021.74,2006.42,2007.0,341754.94,25638144000.0
2004.32,2020.66,2002.85,2014.67,269821.18,20494348800.0
2014.82,2014.85,1985.23,1986.65,286942.69,21850336000.0
1976.15,1976.15,1949.75,1958.55,273072.38,19416731200.0
1957.04,1968.3,1944.72,1946.42,255918.3,18427371200.0
1939.65,1940.87,1910.65,1932.46,267767.71,19870992000.0
1931.68,1942.06,1916.21,1928.78,244818.64,17346732800.0
1928.42,1936.28,1918.35,1920.22,198368.46,14453633600.0
1914.26,1914.26,1869.41,1873.37,214069.14,16010728000.0
1874.28,1892.94,1873.25,1882.86,212763.26,15406436800.0
1881.4,1895.23,1880.98,1889.79,233631.2,16535835200.0
1885.02,1902.56,1853.5,1900.03,285223.39,20458798400.0
1895.56,1906.92,1893.07,1906.92,233285.86,16449884800.0
1903.32,1907.79,1897.98,1906.88,225218.13,15789604800.0
1904.55,1911.13,1893.55,1901.75,241062.58,16806505600.0
1897.09,1912.62,1887.18,1896.36,252948.24,17613824000.0
1890.47,1893.05,1872.79,1872.79,236391.04,16620985600.0
1867.53,1870.2,1835.59,1835.59,221130.56,16443729600.0
1828.34,1847.64,1818.12,1847.64,195473.68,13895318400.0
1846.92,1859.38,1822.1,1822.56,220827.68,15619340800.0
1811.21,1819.15,1777.52,1819.15,229391.58,17336080000.0
1815.33,1823.77,1805.31,1820.2,198511.98,14096276800.0
1823.26,1832.47,1823.26,1827.02,191251.39,13303624800.0
1823.48,1865.27,1812.57,1865.27,267431.9,18782115200.0
1863.98,1878.73,1862.77,1867.68,278897.15,19208336000.0
1853.59,1870.62,1849.03,1855.99,231895.09,16023601600.0
1855.8,1861.63,1845.21,1853.71,203673.73,14348659200.0
1851.87,1858.58,1822.57,1828.22,216732.14,15760049600.0
1823.44,1827.77,1788.55,1789.47,225679.06,16970921600.0
1781.27,1798.87,1757.78,1798.87,189669.7,14475748800.0
1795.68,1815.84,1779.15,1811.9,226802.22,17412595200.0
1810.54,1818.31,1805.87,1810.11,208159.58,15569718400.0
1828.01,1834.74,1807.49,1808.3,211223.74,15691139200.0
1802.08,1803.89,1773.2,1773.61,201220.75,15520454400.0
1767.3,1791.44,1753.53,1788.6,186780.98,14835206400.0
1791.11,1805.0,1791.11,1800.93,178532.85,13463424000.0
1798.85,1810.8,1795.7,1810.8,170016.75,12815312000.0
1810.55,1850.53,1809.96,1850.53,261528.77,19508196800.0
1850.61,1858.26,1848.7,1852.86,247606.05,18159646400.0
1852.4,1857.67,1844.88,1857.17,223862.16,16366995200.0
1849.37,1853.77,1835.15,1836.76,217054.48,15741297600.0
1834.01,1861.44,1833.78,1859.88,208613.33,15465499200.0
1857.69,1860.88,1850.79,1852.79,221840.74,16157251200.0
1849.88,1871.8,1849.87,1869.71,241963.74,17851920000.0
1869.66,1872.14,1863.24,1866.05,214024.0,15756016000.0
1865.06,1876.85,1865.06,1876.85,199244.83,14790947200.0
1879.45,1886.15,1876.47,1879.06,235756.59,17367294400.0
1883.53,1887.19,1872.72,1887.19,225175.49,16517633600.0
1885.81,1891.41,1862.84,1862.84,257635.2,18965224000.0
1859.68,1871.34,1842.92,1871.34,229828.74,17098062400.0
1871.72,1896.79,1871.72,1896.79,238845.84,17725931200.0
1896.34,1901.87,1889.91,1898.54,215408.54,16049702400.0
1894.0,1894.05,1880.86,1883.37,209593.98,15378620800.0
1884.47,1896.2,1884.47,1892.27,204255.6,14947064000.0
1886.67,1898.83,1883.89,1897.69,194704.69,14407184000.0
1898.32,1905.2,1890.89,1905.2,213136.56,15642347200.0
1904.26,1904.26,1891.24,1896.53,222572.62,16074264000.0
1894.7,1913.14,1892.45,1913.14,236374.05,16933208000.0
1911.98,1917.26,1898.92,1914.59,274178.43,20101292800.0
1910.41,1918.13,1908.39,1918.13,264378.56,19472355200.0
1914.19,1916.78,1903.19,1905.37,277946.91,21270024000.0
1902.58,1909.02,1891.6,1891.6,251898.43,18794244800.0
1890.46,1894.98,1868.32,1889.45,246745.6,18873100800.0
1887.74,1892.58,1883.39,1888.7,227211.44,17224364800.0
1885.53,1885.61,1875.51,1881.01,211172.88,16092096000.0
1872.23,1872.33,1795.65,1800.54,294985.18,24458036800.0
1792.01,1811.33,1784.42,1811.33,215899.95,17603235200.0
1807.31,1839.06,1803.69,1839.06,254826.03,21422204800.0
1837.48,1853.86,1836.16,1847.97,257386.75,20442158400.0
1845.4,1852.28,1842.88,1845.81,222143.39,17858616000.0
1842.91,1855.13,1840.23,1854.67,242279.06,19717377600.0
1853.02,1857.43,1841.39,1848.59,220838.1,17970646400.0
1849.65,1851.98,1833.93,1843.12,232225.14,19338094400.0
1840.83,1868.28,1831.86,1865.96,309915.33,25061339200.0
1863.13,1871.84,1861.69,1868.37,260548.11,20651123200.0
1868.18,1881.15,1864.3,1879.1,286970.21,23653180800.0
1878.62,1882.68,1873.35,1882.47,285546.85,23297056000.0
1882.02,1885.45,1868.28,1869.32,305179.52,24843684800.0
1866.01,1879.87,1862.76,1869.21,278575.04,22518740800.0
1868.23,1872.01,1858.49,1858.49,281297.76,23751820800.0
1857.27,1872.29,1856.89,1872.29,227684.78,19336732800.0
1872.76,1881.69,1867.96,1879.16,271236.8,22901334400.0
1877.94,1885.59,1873.1,1885.55,259493.17,21335459200.0
1881.79,1888.84,1860.24,1872.6,272100.96,21897990400.0
1860.12,1867.12,1840.98,1842.6,269055.04,22352598400.0
1844.48,1879.77,1844.48,1879.77,263032.06,20263280000.0
1881.1,1887.28,1877.18,1887.28,250596.93,19019491200.0
1885.71,1901.64,1880.26,1898.39,290284.32,21712611200.0
1898.01,1909.73,1896.33,1909.38,296957.76,22371444800.0
1898.36,1906.05,1894.15,1902.25,261466.35,19801686400.0
1903.78,1916.42,1903.78,1916.42,245888.43,18678456000.0
1916.19,1916.27,1904.59,1908.32,261712.43,19155987200.0
1905.99,1909.23,1895.17,1902.0,226583.95,17098041600.0
1901.37,1903.31,1887.64,1890.48,221440.82,16218446400.0
1890.35,1911.55,1890.32,1910.13,239076.88,17453030400.0
1913.16,1943.16,1913.16,1936.76,335524.83,23300568000.0
1935.55,1939.51,1928.85,1932.06,296378.46,20901470400.0
1931.02,1940.8,1931.02,1938.9,281623.3,20563184000.0
1939.77,1944.94,1934.18,1944.94,276777.02,19375915200.0
1946.32,1956.35,1943.14,1956.35,327197.89,23675356800.0
1956.23,1968.85,1952.28,1968.12,350087.26,25394556800.0
1967.06,1973.38,1961.43,1972.14,317008.54,22619344000.0
1967.0,1979.53,1963.44,1979.53,339150.94,23687014400.0
1980.37,1987.74,1972.22,1972.74,364673.06,25150492800.0
1971.17,1981.52,1964.89,1975.87,318072.16,21933380800.0
1976.61,1991.73,1974.45,1991.73,332920.58,22823691200.0
1993.16,2001.58,1982.74,1986.21,432036.58,29751974400.0
1984.9,1994.98,1980.83,1994.98,308933.15,21749235200.0
1995.5,2002.42,1987.16,1993.53,329628.77,23759467200.0
1991.38,1995.64,1982.62,1987.98,312600.64,22773787200.0
1986.32,2002.74,1986.32,2002.74,288320.45,20612211200.0
2003.49,2006.73,1989.67,1995.6,303074.56,21306387200.0
1994.14,2012.23,1992.7,2012.23,315861.47,22059384000.0
2011.98,2015.42,1995.42,1995.42,320703.04,22158862400.0
1989.97,1992.99,1979.76,1988.59,280679.87,19421196800.0
1985.92,1987.17,1961.57,1963.9,266077.09,18369968000.0
1961.43,1966.67,1953.31,1964.03,242413.12,16778238400.0
1963.61,1982.16,1963.61,1979.28,249211.73,17043196800.0
1977.56,1984.66,1974.65,1974.78,259539.46,18285129600.0
1976.46,1989.05,1976.46,1988.49,258476.72,18106836800.0
2013.57,2019.34,2007.05,2014.43,310931.81,21667833600.0
2013.81,2030.18,2012.64,2030.18,311109.82,21443176000.0
2030.22,2034.52,2024.81,2026.47,337328.74,22988630400.0
2025.16,2028.92,2010.39,2023.36,279868.8,19875246400.0
2023.7,2037.04,2022.63,2036.81,277549.95,19503950400.0
2035.7,2036.17,2005.13,2005.95,324237.18,23628953600.0
2002.15,2014.16,1996.64,2008.06,226721.1,15744190400.0
2007.89,2014.51,1996.2,2000.11,247819.39,17879721600.0
1998.21,2001.37,1981.39,1983.72,245567.09,18260371200.0
1979.36,1999.68,1977.92,1999.68,207707.9,14439977600.0
1999.29,2012.05,1997.82,2012.05,219436.45,15450081600.0
2009.55,2011.3,1996.77,2009.65,228600.22,15628193600.0
2008.31,2025.32,2007.32,2025.32,229386.51,16002201600.0
2023.62,2035.27,2020.74,2030.35,273748.29,18388611200.0
2029.09,2032.76,2020.68,2023.5,250850.78,17697929600.0
2021.53,2023.57,1971.63,1988.48,304701.02,22335211200.0
1985.23,2002.28,1984.53,2002.28,232025.47,15598708800.0
2002.51,2012.14,2000.11,2003.44,249866.03,16298510400.0
2000.92,2000.92,1986.03,1989.98,260086.58,18119024000.0
1988.87,1994.51,1966.65,1975.92,258055.71,17976027200.0
1976.31,1999.3,1970.2,1999.3,260701.57,17868358400.0
1998.75,2012.72,1996.76,2012.72,283165.79,19361657600.0
2011.08,2029.61,2009.54,2013.71,316286.85,21003886400.0
2012.75,2028.69,2011.23,2028.69,276690.02,18604236800.0
2026.64,2041.66,2024.44,2039.17,312154.62,20429521600.0
2040.21,2046.67,2034.96,2045.18,329756.8,21292249600.0
2044.32,2045.27,2018.61,2025.78,336302.27,21804104000.0
2019.85,2023.75,1995.18,2005.61,284620.9,17937022400.0
2002.45,2014.77,1999.07,2010.13,269910.66,18003528000.0
2006.88,2008.75,1954.05,1954.3,332399.49,23667040000.0
1944.25,1971.93,1913.03,1971.93,261100.69,18378497600.0
1968.73,1989.31,1966.05,1987.45,297227.68,20120393600.0
1986.94,1996.99,1965.83,1982.28,292300.35,19678636800.0
1976.23,1976.23,1923.26,1924.45,283999.2,19637102400.0
1917.12,1931.75,1910.27,1922.72,232550.1,15969713600.0
1918.19,1918.19,1890.43,1892.82,225632.74,16455902400.0
1890.19,1918.32,1890.19,1918.32,204374.42,14602931200.0
1918.84,1920.94,1894.53,1919.06,239304.13,17322270400.0
1912.67,1918.94,1896.54,1901.86,210947.92,15077832000.0
1900.25,1921.91,1899.75,1916.8,210220.54,14844912000.0
1914.34,1919.01,1901.36,1902.91,222268.32,15733382400.0
1898.43,1906.36,1857.57,1866.98,239177.55,17758776000.0
1863.42,1879.65,1845.37,1879.65,214239.73,15882472000.0
1875.52,1881.44,1866.78,1868.42,188161.62,13543081600.0
1865.77,1895.09,1865.52,1891.51,207108.38,14622843200.0
1894.55,1919.69,1894.55,1919.69,229020.27,15854656000.0
1919.24,1920.84,1900.98,1901.09,217618.19,15099640000.0
1898.09,1915.77,1897.46,1915.77,190815.57,13378934400.0
1914.7,1918.63,1905.88,1915.0,206726.91,14597560000.0
1912.47,1914.39,1895.69,1901.2,214781.82,15721222400.0
1899.19,1903.47,1882.31,1889.13,191065.04,13386038400.0
1889.19,1905.62,1889.14,1905.62,182068.37,13029160000.0
1905.21,1905.59,1888.68,1891.52,194559.31,14007590400.0
1889.09,1909.57,1876.91,1905.05,211339.36,15089179200.0
1903.57,1909.06,1899.1,1901.56,185155.94,12911966400.0
1900.4,1904.23,1878.68,1883.89,203950.13,14797107200.0
1882.11,1892.21,1871.67,1892.02,189812.05,13995680000.0
1890.58,1893.87,1878.02,1878.8,211776.77,15471870400.0
1876.82,1893.92,1874.93,1887.34,216291.07,15981872000.0
1888.05,1899.34,1887.41,1899.34,195470.66,13977232000.0
1903.49,1919.2,1903.4,1919.2,217735.65,16373777600.0
1919.04,1937.2,1916.94,1934.0,273339.71,19840475200.0
1932.19,1941.19,1930.05,1940.96,253306.94,18037649600.0
1939.8,1946.03,1936.68,1941.8,250848.74,18795014400.0
1941.31,1945.98,1931.8,1945.98,272404.64,20360406400.0
1944.57,1952.18,1942.43,1952.18,244210.93,18408184000.0
1951.25,1951.47,1931.5,1945.66,261838.82,19634270400.0
1941.6,1955.47,1935.25,1953.12,258817.34,18989788800.0
1951.34,1956.62,1943.9,1948.93,245278.03,18602147200.0
1945.28,1946.78,1909.52,1913.77,299369.47,22443372800.0
1909.98,1928.13,1909.91,1927.56,268707.49,19286342400.0
1924.41,1925.45,1899.38,1921.74,293435.14,21351592000.0
1918.65,1928.74,1917.94,1924.2,217136.85,15561011200.0
1923.18,1935.09,1918.49,1921.54,247227.12,18342928000.0
1917.91,1943.91,1912.37,1943.91,255935.15,18107481600.0
1943.36,1952.21,1943.0,1950.99,239369.55,17418876800.0
1949.12,1961.66,1937.49,1960.93,293122.02,21073523200.0
1957.15,1966.15,1952.85,1953.3,293426.66,21376224000.0
1947.59,1956.14,1946.09,1950.21,243775.7,17561174400.0
1948.35,1949.64,1915.3,1919.8,269941.92,19966608000.0
1914.71,1921.39,1906.23,1909.57,213013.52,15797324800.0
1898.44,1898.65,1872.12,1877.82,251412.21,19479496000.0
