开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
2956.71,2962.2,2905.25,2919.83,18296534500.0,201625.83
2941.22,3001.11,2941.22,3000.65,21037145100.0,234410.62
3009.37,3023.41,2992.92,3003.92,22041344500.0,252219.76
2997.09,3009.67,2956.25,3009.53,20654586600.0,217520.53
3000.94,3057.33,2993.15,3053.07,25673034400.0,276654.69
3039.75,3059.79,3029.01,3050.59,23226205100.0,254914.55
3058.34,3062.36,3007.06,3008.42,22091950600.0,243961.81
2988.2,2996.17,2960.46,2984.96,18790463300.0,207337.1
3006.91,3048.98,3006.91,3033.96,22001832400.0,252328.39
3031.3,3036.83,3001.32,3023.65,18271866800.0,207079.81
3041.36,3097.17,3041.36,3066.64,31000324600.0,331420.68
3080.09,3086.7,3056.99,3082.36,20823783000.0,235056.06
3085.03,3089.95,3066.87,3078.12,18961305100.0,224141.31
3058.46,3058.46,3022.97,3033.66,18330451200.0,208613.09
3047.13,3054.5,3024.9,3042.82,15653320000.0,180948.01
3050.38,3055.69,2905.05,2972.58,28314421900.0,311154.87
2954.37,2990.67,2943.46,2952.89,18940684900.0,206477.13
2933.04,2960.21,2926.78,2959.24,13721166800.0,148800.43
2949.97,2954.09,2917.02,2946.67,12585624300.0,140638.76
2944.72,2965.43,2933.97,2964.7,11771160400.0,134292.46
2967.19,2976.02,2949.43,2953.67,13086764000.0,150286.3
2955.74,2959.51,2916.37,2945.59,13866327400.0,154614.7
2935.38,2950.58,2930.36,2938.32,10931062800.0,128502.73
2940.39,2993.54,2929.82,2992.64,16870364300.0,195816.6
2983.03,3004.42,2978.33,2991.27,16540710600.0,189046.37
2987.02,2999.12,2977.2,2997.84,14483138300.0,163113.78
2998.4,3003.59,2913.04,2913.25,20679649800.0,234077.43
2896.16,2896.16,2821.83,2832.11,18037833000.0,188705.69
2822.33,2845.24,2820.16,2832.59,12082931000.0,128535.27
2843.55,2857.25,2818.7,2837.04,13579546600.0,146022.52
2812.11,2839.28,2781.24,2835.86,13633765500.0,140838.63
2828.46,2850.09,2814.12,2827.11,11431971000.0,123692.65
2816.78,2851.23,2804.99,2850.86,11465359200.0,126844.3
2850.93,2860.32,2832.46,2843.68,12336906400.0,140001.0
2828.18,2828.26,2781.42,2807.51,14048782600.0,149396.82
2802.32,2829.4,2801.55,2806.91,11159507100.0,124151.05
2792.89,2825.95,2785.08,2825.48,10870089900.0,123794.59
2826.31,2848.07,2826.26,2843.65,12047045500.0,139950.37
2839.68,2839.7,2807.19,2821.67,11145244500.0,121096.06
2835.03,2843.17,2807.75,2815.09,10352726500.0,117767.63
2813.54,2827.09,2780.76,2822.44,11476679700.0,127105.18
2817.97,2832.8,2809.8,2821.05,10984582300.0,123858.86
2814.65,2830.97,2794.66,2822.45,10631958900.0,115587.48
2822.59,2917.14,2822.59,2916.62,21526034100.0,236528.5
2917.15,2929.08,2909.51,2913.51,18838642100.0,219868.05
2911.22,2925.67,2906.52,2925.23,15971691600.0,185084.9
2929.79,2945.52,2915.19,2938.68,17202102300.0,211302.48
2940.99,2945.94,2922.28,2934.1,14199374200.0,172426.79
2936.28,2938.44,2923.5,2936.05,13298786700.0,163605.6
2932.38,2937.99,2908.37,2927.16,14304607100.0,177377.31
2897.27,2911.16,2832.51,2833.07,16925543400.0,198547.77
2824.23,2843.46,2822.06,2842.19,11975527400.0,138531.75
2814.69,2894.26,2811.78,2887.21,16667106900.0,197199.33
2878.4,2887.74,2865.39,2872.82,17388276700.0,201957.15
2873.01,2900.3,2872.19,2885.11,17147251700.0,195432.49
2887.64,2891.66,2864.02,2888.81,13657105100.0,163734.44
2898.38,2919.3,2869.18,2878.56,16435908900.0,198201.92
2872.73,2905.98,2869.51,2905.55,13059042400.0,156339.38
2902.4,2904.11,2878.66,2891.96,13613737500.0,163680.27
2883.76,2899.57,2807.6,2854.29,19084260900.0,214913.45
2840.56,2895.73,2840.28,2895.7,15669747200.0,189854.73
2885.01,2913.58,2878.82,2912.56,17387104700.0,211079.31
2918.53,2934.0,2915.06,2931.59,19321558600.0,223406.35
2931.48,2938.14,2922.31,2929.61,15446493000.0,187459.8
2931.8,2944.99,2925.81,2932.48,14124622700.0,173006.18
2924.29,2992.5,2922.52,2988.6,22201713200.0,253150.37
2991.75,3010.28,2990.64,3006.39,23520445000.0,270418.01
2998.52,3017.65,2984.83,3017.29,21237092000.0,246497.84
3009.35,3024.11,2994.64,3016.85,22268166700.0,270197.13
3000.33,3001.55,2983.88,2988.09,16898685900.0,209672.67
2993.75,3022.94,2990.91,2994.92,22433822400.0,271916.5
2992.52,3049.68,2984.42,3049.38,25948629500.0,288656.74
3049.51,3069.05,3048.2,3060.69,25365938400.0,279350.87
3054.98,3057.05,3036.52,3054.02,18019480400.0,208939.03
3056.68,3062.68,3044.54,3054.3,17286639800.0,202840.55
3047.64,3058.32,3031.64,3043.56,17749656200.0,206667.71
3040.23,3043.6,3014.29,3036.6,15536146600.0,187206.72
3034.71,3043.0,3022.63,3027.9,13824281500.0,171472.92
3027.6,3053.33,3027.37,3039.01,16376737000.0,200278.46
3038.12,3039.27,3007.46,3012.82,16201018100.0,197517.35
3008.09,3027.12,3003.29,3015.83,14420658200.0,175422.0
3014.04,3050.62,3013.8,3050.17,15669450600.0,185474.47
3050.37,3057.42,2939.23,2992.0,28016091500.0,316811.39
2980.5,3003.36,2968.18,2994.32,19056495000.0,217627.0
2992.54,3000.06,2972.92,2979.34,15010153400.0,170198.57
2971.95,2972.88,2931.96,2953.39,14740776300.0,162372.67
2950.08,2971.28,2946.64,2971.28,11546890000.0,129266.87
2963.22,2981.16,2956.79,2978.46,14114133200.0,159088.26
2976.41,2982.86,2958.93,2982.43,13393330100.0,153307.96
2978.78,2991.68,2971.56,2976.7,14185710100.0,161795.98
2972.63,3004.72,2959.05,3004.28,15572983300.0,172089.65
3001.31,3025.91,2998.68,3025.68,16999544600.0,187716.87
3023.47,3033.2,3017.09,3018.75,16467516500.0,184525.18
3013.68,3038.05,3001.17,3002.64,16187948100.0,179861.53
3000.27,3051.05,2999.04,3050.67,16817365700.0,179304.89
3056.48,3137.48,3053.87,3125.2,29761650600.0,327991.13
3130.53,3140.44,3102.07,3110.04,27832893400.0,308544.86
3106.99,3114.26,3090.28,3109.56,21383963700.0,243405.25
3107.75,3125.58,3093.32,3104.11,22935908100.0,256969.68
3100.39,3113.34,3082.77,3108.1,19434745300.0,212050.97
3107.38,3112.74,3083.59,3084.81,18538792700.0,207638.87
3081.57,3101.11,3073.53,3089.71,16136896500.0,179183.49
3092.02,3097.15,3079.55,3085.88,14570744000.0,168362.53
3073.44,3073.44,3041.51,3068.33,17403298000.0,200859.75
3069.85,3087.65,3063.89,3070.31,14966390100.0,176309.5
3068.46,3074.94,3058.79,3070.03,14450000700.0,166397.35
3071.44,3082.99,3065.97,3074.68,14043481100.0,163878.82
3072.92,3087.7,3063.4,3085.49,14136860900.0,168986.12
3083.96,3088.7,3062.88,3063.31,15519109300.0,177093.3
3057.5,3072.53,3050.49,3067.35,15044692000.0,170592.14
3070.71,3085.49,3065.33,3072.1,14496331700.0,161243.68
3071.06,3095.51,3053.19,3090.71,17290852400.0,193057.73
3091.33,3105.68,3087.88,3091.93,18695676300.0,207162.12
3089.95,3096.78,3083.9,3095.95,14588377100.0,165944.47
3095.43,3101.79,3078.22,3078.86,16069292400.0,182056.23
3037.51,3040.95,2999.93,3021.98,20601208600.0,221846.57
3025.04,3029.72,3008.74,3023.51,13538758000.0,152791.31
3008.9,3017.95,2995.42,3002.85,13341340100.0,148148.97
3005.32,3026.65,3005.32,3026.05,11922502700.0,133168.83
3027.17,3027.82,3015.88,3023.0,11892411700.0,139662.3
3021.58,3032.45,3017.54,3025.87,11572121300.0,134133.73
3038.42,3054.44,3035.07,3042.31,13930955400.0,159031.06
3044.79,3046.81,3032.8,3033.9,12559097600.0,147377.74
3028.24,3028.24,2980.12,2980.43,14433028600.0,162257.25
2974.59,2998.23,2969.13,2998.17,12170145000.0,133372.71
3000.7,3000.7,2984.32,2987.86,10462569700.0,116437.38
2992.17,3009.2,2991.91,2998.48,11321391900.0,122728.57
2994.25,3009.2,2993.06,3004.7,10133356200.0,112794.54
3020.46,3048.24,3014.62,3048.14,16005110400.0,175521.79
3051.62,3066.1,3048.02,3065.25,16727349600.0,183787.65
3057.32,3060.51,3048.89,3058.5,14249357700.0,159982.96
3057.97,3065.0,3052.64,3061.35,15475672500.0,166335.87
3056.99,3064.79,3043.18,3063.81,15537370500.0,163792.99
3064.69,3068.81,3033.75,3041.17,16373326500.0,180594.08
3037.4,3084.19,3037.4,3083.88,18204246000.0,196036.13
3085.75,3096.22,3076.77,3084.72,18247014300.0,197481.14
3084.91,3089.68,3076.3,3084.46,16069136400.0,177674.54
3081.39,3101.85,3069.27,3090.94,18738807200.0,201953.66
3092.05,3137.03,3090.79,3128.25,24052234900.0,250354.39
3127.97,3132.51,3121.05,3131.94,20338089800.0,220861.46
3129.84,3129.84,3110.39,3116.31,19166326300.0,215767.71
3112.6,3114.76,3100.39,3112.35,15800878900.0,182237.13
3111.7,3128.64,3101.24,3104.27,18177412300.0,212593.01
3097.19,3102.3,3081.07,3100.49,15150676400.0,178427.75
3101.66,3122.62,3097.04,3122.44,16023203200.0,195831.59
3115.73,3118.98,3099.82,3102.73,18272206700.0,221676.54
3096.77,3140.93,3094.1,3128.94,22298626000.0,265820.36
3126.35,3141.33,3119.54,3125.32,19768319700.0,239043.26
3124.89,3139.2,3117.1,3133.33,17941849000.0,210602.32
3140.94,3156.88,3134.96,3147.89,19084697900.0,221585.12
3146.08,3146.95,3096.95,3128.37,24111495800.0,277229.39
3148.54,3172.31,3148.54,3171.28,24419260200.0,285992.81
3169.4,3202.74,3166.07,3196.04,31085457900.0,343773.95
3187.71,3221.46,3186.8,3210.37,32960831300.0,346974.63
3209.96,3214.29,3195.04,3206.99,24088635000.0,267003.87
3208.5,3210.89,3195.41,3205.06,22176699300.0,244854.51
3198.5,3211.05,3187.21,3208.45,21420624000.0,226775.85
3207.19,3212.39,3187.5,3192.86,20982663900.0,235352.06
3188.5,3229.76,3188.28,3218.15,23065284400.0,263177.81
3220.98,3249.68,3220.98,3248.35,26163154700.0,292484.83
3247.95,3262.88,3231.59,3241.14,24995959200.0,277942.47
3237.43,3257.86,3232.87,3241.74,23232452700.0,267224.71
3241.24,3262.44,3209.6,3261.94,23392160100.0,259117.04
3270.05,3288.34,3267.67,3277.0,28155125300.0,300460.15
3269.23,3301.21,3263.4,3282.92,32083628700.0,348149.35
3272.14,3277.27,3239.52,3250.03,24357605300.0,262808.74
3257.03,3279.67,3256.26,3273.31,23775986400.0,261553.93
3270.12,3279.71,3235.28,3243.84,25956720500.0,281559.1
3203.78,3219.52,3194.88,3204.71,22301039400.0,238598.03
3202.03,3215.31,3196.53,3199.65,15757269300.0,177170.15
3198.48,3222.43,3189.49,3222.24,16907284700.0,189443.85
3225.55,3228.12,3211.47,3215.37,17071017300.0,197802.07
3209.34,3244.8,3207.04,3232.88,20402395600.0,226387.16
3233.67,3245.1,3149.9,3152.97,27470846100.0,294260.14
3138.99,3162.5,3118.71,3155.04,18516449500.0,203175.46
3149.38,3170.02,3136.35,3140.53,20135888700.0,219206.16
3125.76,3138.78,3100.91,3117.68,18999062600.0,212863.24
3111.52,3128.87,3106.35,3122.98,16498869900.0,189844.75
3120.7,3125.28,3110.08,3118.08,15416971600.0,174500.24
3115.9,3117.01,3084.8,3102.88,15742675900.0,171611.88
3107.24,3140.25,3107.24,3137.43,18670660700.0,204247.81
3132.16,3143.17,3126.89,3139.56,16780499000.0,185981.56
3134.93,3138.4,3103.75,3110.15,16617676900.0,189281.18
3095.58,3122.88,3068.42,3122.57,15257188100.0,170555.61
3117.39,3127.88,3113.75,3114.66,14152893900.0,162193.91
3113.77,3118.78,3094.55,3102.24,13572708700.0,154329.65
3095.84,3111.8,3087.34,3096.1,13262329200.0,149919.18
3097.35,3108.84,3089.99,3103.64,13326713000.0,151732.78
3105.31,3136.46,3105.31,3135.92,14156718700.0,159887.14
3133.79,3160.1,3130.11,3158.79,16786085000.0,195914.29
3157.91,3168.5,3154.28,3165.41,17472764500.0,199692.03
3163.78,3172.03,3153.03,3154.32,18370896600.0,207296.04
3148.53,3173.14,3147.74,3171.24,17171407500.0,192110.58
3167.57,3174.58,3157.33,3161.67,17975921600.0,194963.22
3156.69,3167.03,3136.27,3136.75,17836222100.0,189186.46
3133.6,3144.97,3115.98,3119.29,14888924000.0,161922.3
3116.08,3130.51,3102.16,3112.76,15627421400.0,174438.55
3104.49,3105.14,3044.29,3103.43,25788599600.0,262826.04
3087.03,3108.91,3072.34,3108.77,13615786100.0,154757.55
3104.77,3123.72,3098.59,3113.01,13178012800.0,144546.72
3104.97,3115.78,3094.01,3101.3,12385142000.0,139280.46
3095.82,3125.66,3095.21,3123.14,12236677700.0,141471.81
3125.42,3145.84,3125.42,3136.77,13266039200.0,148145.74
3134.59,3149.53,3131.22,3142.55,12597388100.0,134553.85
3137.65,3151.47,3133.19,3149.55,11207382700.0,126765.83
3149.22,3163.1,3148.91,3159.17,11387677200.0,125013.19
3160.08,3162.68,3136.01,3140.17,9222473600.0,108023.66
3143.09,3158.84,3135.39,3156.98,12719828300.0,150067.69
3154.4,3159.54,3140.04,3153.09,12833744200.0,152559.09
3148.09,3167.45,3132.03,3166.98,14492018700.0,170854.13
3164.69,3186.84,3162.57,3183.18,19164032700.0,209723.16
3183.01,3205.05,3182.8,3196.7,23934891300.0,245772.16
3198.99,3219.41,3198.99,3216.84,22019150800.0,236158.77
3216.14,3219.4,3205.29,3217.93,18879808800.0,204253.82
3215.46,3236.0,3206.56,3212.99,24150770600.0,257965.24
3210.36,3230.28,3207.79,3229.62,21695594200.0,226587.61
3227.71,3238.4,3199.42,3202.08,22622817700.0,248572.75
3198.96,3241.46,3198.96,3239.96,23215209600.0,250276.13
3242.22,3254.34,3239.88,3253.33,21167306600.0,233551.18
3252.69,3261.38,3243.84,3261.22,20745377600.0,234815.33
3258.83,3264.08,3236.35,3251.38,20917980000.0,236822.58
3246.86,3253.96,3233.53,3253.43,18640636200.0,213839.04
3249.19,3251.65,3224.09,3228.66,18258107100.0,211395.72
3225.97,3242.68,3225.97,3241.73,15124431800.0,186019.29
3240.07,3259.98,3237.87,3246.93,19067755000.0,225940.97
3250.52,3256.81,3228.66,3230.03,18121507600.0,223043.96
3219.2,3221.16,3206.61,3218.31,15708236800.0,192707.92
3217.33,3234.66,3215.07,3233.87,15609215800.0,193769.17
3233.09,3242.66,3226.82,3242.41,16406423500.0,209931.21
3240.53,3245.3,3230.61,3240.66,16073138800.0,198225.78
3233.7,3233.87,3205.28,3216.75,16737110800.0,199217.65
3213.73,3222.32,3208.45,3212.76,13667274300.0,173663.17
3209.45,3237.12,3193.16,3237.02,16367376000.0,206919.74
3235.25,3246.33,3231.52,3239.33,14694602200.0,191535.13
3235.4,3243.71,3227.74,3241.76,14405568200.0,185727.25
3247.16,3269.77,3247.16,3268.94,18941600200.0,244508.34
3271.87,3274.19,3232.28,3237.45,20058322300.0,262184.05
3241.11,3251.13,3228.12,3250.81,17054843000.0,213951.76
3250.25,3262.22,3246.7,3261.61,16271930600.0,219121.27
3246.22,3255.78,3229.13,3245.22,18973164900.0,244545.46
3245.81,3262.09,3221.93,3248.55,19302914400.0,258246.69
3247.35,3275.21,3241.12,3269.45,21977791400.0,267094.16
3268.92,3283.24,3262.12,3266.96,20185267500.0,249185.54
3265.63,3265.63,3246.09,3252.95,16171001300.0,203452.48
3252.87,3262.1,3233.28,3241.31,21610557500.0,245371.85
3235.14,3240.02,3195.85,3210.24,24713547900.0,265694.87
3206.25,3226.25,3205.54,3222.51,19644292200.0,214036.16
3235.66,3270.65,3233.24,3270.31,24832020200.0,273201.16
3272.19,3286.67,3265.76,3281.0,24528799900.0,262335.59
3280.62,3295.19,3275.05,3286.62,23610894200.0,266738.32
3285.46,3285.46,3265.01,3269.39,23269461600.0,279415.2
3266.22,3290.39,3244.4,3288.97,28128124800.0,326622.41
3283.84,3284.93,3262.28,3273.83,26938179000.0,311505.52
3265.22,3281.14,3261.49,3275.96,20734687500.0,223287.21
3276.14,3276.71,3238.9,3246.07,21450855800.0,224106.68
3229.95,3229.95,3199.91,3222.17,21273718900.0,227214.68
3215.4,3225.05,3196.49,3196.71,18866135300.0,211866.77
3184.67,3189.44,3147.07,3170.69,21323807500.0,225806.06
3165.67,3178.18,3148.18,3172.1,19087398500.0,220098.23
3170.29,3180.79,3158.63,3173.15,16476174000.0,184131.44
3164.25,3164.25,3111.21,3129.53,18627743400.0,197845.25
3123.89,3145.27,3117.45,3134.57,15341830700.0,174129.25
3132.92,3152.95,3131.42,3140.85,16987810700.0,197112.87
3131.35,3155.0,3097.33,3152.19,21179307300.0,235748.32
3144.02,3154.73,3136.58,3154.66,16288989900.0,183195.77
3147.23,3154.78,3136.54,3143.71,15422296200.0,176389.92
3138.31,3148.29,3123.75,3135.35,16376392400.0,190236.6
3127.11,3143.82,3111.39,3127.37,17796748500.0,200170.85
3114.77,3117.61,3092.09,3103.04,17621364100.0,200273.91
3090.07,3093.45,3067.69,3078.61,18052690400.0,198171.69
3064.85,3084.21,3056.56,3080.53,13506667400.0,152795.9
3078.17,3090.82,3051.59,3052.79,16079445200.0,181624.15
3036.79,3063.56,3016.53,3061.5,19134190100.0,197604.07
3054.11,3090.49,3051.87,3083.51,15968409900.0,175107.25
3085.93,3098.91,3085.93,3090.23,13566072800.0,158269.61
3082.87,3113.51,3060.53,3112.96,17377556400.0,193292.1
3107.8,3119.58,3101.3,3104.44,16867415800.0,194560.59
3082.33,3103.44,3077.96,3090.14,14862003500.0,168149.51
3086.71,3095.48,3081.28,3090.63,12963523000.0,150164.23
3087.17,3103.94,3063.15,3075.68,15368373000.0,170340.98
3069.39,3084.24,3050.84,3061.95,17831059900.0,195073.65
3047.57,3064.81,3022.3,3064.08,13981335300.0,152669.2
3055.34,3114.66,3052.83,3107.83,19139184100.0,201910.12
3101.29,3120.66,3100.39,3110.06,15592348600.0,171327.38
3125.33,3143.28,3111.56,3117.18,15295043000.0,177913.31
3108.42,3113.52,3097.68,3102.62,16301571900.0,180782.62
3094.23,3110.39,3081.85,3105.54,14250492500.0,154454.35
3102.11,3105.51,3084.83,3091.66,13257030000.0,143429.8
3084.54,3102.86,3078.79,3102.13,11343996300.0,127804.62
3101.76,3140.77,3098.95,3140.32,17322901400.0,194287.95
3136.47,3153.26,3132.83,3150.33,15227765900.0,178894.3
3147.45,3165.92,3146.11,3158.4,16013633400.0,181584.88
3149.53,3164.95,3135.31,3139.88,14672942500.0,169392.92
3134.01,3155.99,3131.04,3153.74,12831827900.0,148457.87
3146.75,3149.17,3125.35,3130.67,13834704200.0,160641.23
3125.59,3137.59,3117.08,3132.49,14695424500.0,171124.53
3126.37,3134.25,3117.86,3123.17,12965275800.0,149215.48
3122.16,3146.77,3121.78,3144.37,13489175800.0,151741.8
3148.02,3150.46,3134.61,3140.01,14119180200.0,162498.01
3148.99,3157.03,3132.62,3156.21,13668826800.0,167048.22
3152.24,3186.98,3146.64,3147.45,19134400600.0,220438.44
3138.44,3158.05,3118.09,3157.87,15484364800.0,175568.52
3157.0,3187.89,3156.98,3185.44,17357921100.0,200419.3
3183.42,3193.46,3172.46,3191.2,14820119800.0,167523.8
3183.63,3193.44,3170.79,3173.2,14651672000.0,162081.1
3174.98,3188.77,3174.28,3188.06,12875547000.0,147249.8
3176.95,3193.24,3171.57,3192.43,12146454300.0,143195.6
3192.0,3196.29,3177.02,3195.91,14030571700.0,156575.78
3192.89,3193.06,3174.31,3182.8,14111496700.0,161454.56
3179.22,3207.31,3174.71,3207.13,14829648300.0,173554.01
3203.86,3215.95,3188.77,3212.44,17580928700.0,202209.62
3203.82,3219.52,3195.29,3217.96,17671541600.0,201938.31
3208.46,3223.34,3203.21,3212.63,19892801000.0,222828.31
3201.52,3226.91,3199.22,3203.04,18783726200.0,205493.37
3201.93,3215.2,3177.93,3197.54,18690088000.0,201799.62
3192.36,3219.27,3190.34,3218.16,19530361100.0,210820.9
3212.03,3222.98,3204.85,3222.42,16012677300.0,174312.14
3219.79,3230.35,3139.5,3176.46,26620527400.0,274653.25
3159.73,3187.67,3150.13,3187.57,19062306000.0,196452.36
3181.4,3232.94,3179.73,3230.98,27242072600.0,269771.02
3227.51,3246.24,3225.43,3244.86,23210839200.0,245825.42
3236.59,3247.71,3231.96,3237.98,20600325100.0,221956.91
3230.9,3261.1,3230.07,3250.6,23305639900.0,250631.19
3249.14,3261.65,3233.14,3243.69,20557387300.0,213405.5
3244.46,3264.85,3228.04,3247.67,21354200500.0,228460.52
3243.77,3251.93,3220.64,3249.78,22848594500.0,242572.08
3240.17,3256.37,3232.96,3253.24,18222688000.0,198428.58
3252.75,3276.95,3251.19,3273.03,24603944000.0,253525.92
3274.37,3292.64,3273.5,3292.64,23719459400.0,256419.94
3288.52,3305.43,3282.04,3285.06,26673062800.0,279352.34
3279.99,3293.37,3262.16,3272.93,23327700400.0,243549.54
3269.32,3287.19,3261.31,3262.08,27590634000.0,285634.76
3257.67,3280.1,3243.72,3279.46,23117337900.0,231874.37
3277.19,3285.48,3269.66,3281.87,25204353700.0,255770.18
3277.81,3277.94,3263.85,3275.57,23559790700.0,237815.13
3269.73,3282.52,3236.18,3261.75,24068462200.0,251854.04
3237.92,3245.12,3200.75,3208.54,26296299500.0,266998.26
3206.04,3240.05,3206.04,3237.36,19034679600.0,209096.08
3235.23,3263.59,3235.1,3251.26,18229799700.0,204595.86
3247.85,3248.79,3228.87,3246.45,17685205100.0,200832.53
3253.85,3269.14,3251.46,3268.43,20362255100.0,228376.94
3253.24,3275.08,3248.08,3268.72,19112248300.0,218437.74
3274.58,3287.52,3270.48,3286.91,18612248300.0,209718.59
3287.61,3293.48,3274.94,3290.23,18653799100.0,222927.49
3283.8,3299.46,3274.44,3287.7,17983220800.0,204330.42
3287.96,3297.99,3266.36,3271.51,16346893700.0,186245.06
3271.46,3331.91,3271.46,3331.52,20583948200.0,227141.03
3336.13,3375.03,3336.13,3362.65,25746143800.0,305319.88
3362.06,3374.59,3354.46,3365.23,21950453500.0,268916.09
3361.82,3376.65,3357.08,3363.63,24686331200.0,279640.8
3361.46,3367.36,3340.69,3360.81,23441978100.0,269133.11
3365.99,3381.93,3358.47,3367.12,28249758400.0,313722.09
3369.72,3381.4,3359.13,3379.58,26742784900.0,296348.43
3377.2,3390.82,3371.57,3384.32,21655294600.0,245596.61
3372.43,3391.01,3364.76,3385.39,22909078500.0,262034.65
3383.63,3387.8,3363.18,3365.5,22111868500.0,264037.02
3364.43,3380.89,3353.69,3365.24,19840518400.0,235160.23
3365.35,3384.81,3360.05,3376.42,21901101900.0,256888.81
3381.49,3391.07,3370.85,3379.49,27291031900.0,325024.95
3374.72,3387.14,3366.54,3384.15,19455071500.0,230733.41
3383.47,3391.64,3361.33,3371.43,22130648700.0,256744.42
3365.15,3365.53,3345.33,3353.62,21976581600.0,252910.69
3352.51,3371.75,3352.51,3362.86,19031967600.0,227938.64
3365.53,3370.4,3344.71,3356.84,19112969100.0,220728.73
3352.18,3370.1,3346.54,3366.0,19219666100.0,225839.07
3364.7,3377.88,3356.88,3357.81,19744869500.0,231946.12
3347.16,3356.45,3334.98,3352.53,17923400700.0,206583.47
3344.59,3350.96,3334.94,3341.55,16962129300.0,202401.69
3336.35,3347.16,3332.6,3343.58,13262859500.0,159039.63
3340.82,3349.69,3340.3,3345.27,14308694500.0,168981.34
3343.84,3344.6,3336.18,3339.64,14944430000.0,181955.63
3340.31,3357.02,3340.31,3348.94,14486244300.0,175892.82
3403.25,3410.17,3366.97,3374.38,19173605700.0,227440.59
3373.34,3384.03,3358.8,3382.99,17942384100.0,231148.62
3381.49,3395.78,3379.16,3388.28,18147670400.0,231154.51
3385.53,3390.2,3372.53,3386.1,16180938000.0,201667.86
3384.49,3395.75,3383.24,3390.52,13995476400.0,181118.46
3393.21,3400.51,3374.77,3378.47,17433062000.0,221650.69
3373.23,3382.41,3365.56,3372.04,12538172500.0,162910.83
3373.53,3383.23,3371.92,3381.79,15722879100.0,194298.77
3374.64,3378.74,3359.63,3370.17,15847649500.0,187921.29
3363.51,3379.77,3360.1,3378.65,12717285100.0,155065.09
3382.28,3385.29,3374.71,3380.7,13084628900.0,164369.44
3376.6,3388.69,3374.12,3388.25,13989751100.0,178552.88
3384.86,3398.3,3382.03,3396.9,12313122200.0,160060.7
3397.52,3414.24,3391.45,3407.57,18376862500.0,238596.13
3404.5,3421.1,3402.11,3416.81,17025717300.0,212377.19
3413.87,3419.73,3357.28,3390.34,20834928600.0,257776.65
3381.0,3397.1,3376.12,3393.34,15349820600.0,199929.58
3393.97,3410.35,3388.6,3395.91,18056612700.0,231978.38
3391.65,3391.65,3372.21,3383.31,16686426700.0,210014.97
3377.74,3380.57,3347.36,3371.74,17271479000.0,207437.95
3369.69,3389.38,3356.53,3388.17,15463646800.0,204311.23
3389.47,3415.15,3387.95,3413.57,19057174600.0,242595.95
3409.15,3434.49,3404.88,3415.46,18543647000.0,242025.59
3410.67,3428.77,3408.62,3427.79,15865042600.0,205433.67
3423.18,3438.79,3414.33,3432.67,18927650300.0,255772.11
3435.18,3449.16,3435.08,3447.84,20538905400.0,266738.13
3446.55,3450.49,3419.69,3429.55,19647267400.0,267435.42
3416.21,3423.75,3396.38,3402.52,16879207600.0,239734.19
3393.19,3409.65,3390.59,3399.25,15668433200.0,220862.46
3392.68,3403.29,3373.3,3382.91,24945815300.0,313750.36
3361.36,3393.11,3337.12,3392.4,17652468300.0,228308.14
3382.36,3419.8,3377.6,3410.5,19687180300.0,265303.85
3417.33,3442.18,3404.29,3430.46,21356709300.0,273674.73
3425.01,3429.42,3342.33,3351.92,21526539300.0,270469.02
3340.38,3360.75,3328.33,3353.82,15956966300.0,207623.88
3346.66,3347.05,3315.26,3322.23,16643917000.0,205803.4
3311.23,3333.8,3300.78,3333.66,13824779900.0,167062.93
3335.57,3343.06,3305.57,3337.86,18380593200.0,217769.44
3328.64,3340.92,3306.28,3317.19,15659585100.0,192076.79
3315.11,3324.52,3302.44,3317.62,13919830000.0,177490.26
3310.38,3324.0,3304.1,3309.62,14805328800.0,185025.36
3301.69,3315.74,3300.51,3303.68,20827886200.0,243489.6
3291.31,3296.2,3254.61,3293.96,15160445200.0,179174.38
3283.28,3291.28,3259.16,3272.05,13210590000.0,161764.59
3264.48,3297.13,3258.76,3289.99,13320931400.0,165761.65
3290.49,3322.67,3288.29,3322.2,13196598400.0,172986.43
3320.31,3320.31,3280.33,3280.81,12460482700.0,160978.62
3278.4,3304.01,3273.32,3303.04,11199864700.0,145295.31
3302.93,3309.53,3282.57,3292.44,12054423500.0,151346.09
3287.53,3287.53,3259.39,3266.14,13094061800.0,161877.92
3268.03,3280.54,3254.18,3267.92,12070038900.0,149738.22
3266.02,3296.94,3266.02,3296.54,11514013400.0,150786.58
3296.74,3300.21,3276.12,3287.61,13774511800.0,167961.85
3281.12,3309.22,3267.4,3300.06,14212792700.0,173740.1
3297.69,3307.33,3293.44,3297.06,12404732600.0,152099.44
3296.21,3312.3,3270.44,3280.46,14689363500.0,177293.59
3277.84,3307.3,3274.33,3306.12,14243450100.0,174679.26
3302.46,3307.08,3270.35,3275.78,16267489000.0,198264.68
3272.29,3304.1,3263.73,3296.38,17537167000.0,208019.86
3295.25,3308.22,3292.77,3307.17,14158683600.0,170356.76
3314.03,3349.05,3314.03,3348.33,20227886000.0,227788.46
3347.74,3379.92,3345.29,3369.11,21383614900.0,258366.52
3371.0,3392.83,3365.3,3385.71,20695528800.0,243090.77
3386.46,3402.07,3380.25,3391.75,21306068100.0,248187.84
