file_name,count,mean,min,max,std,jb_pvalue,lb_pvalue
shanghai,2000,3165.975595,2023.74,5166.35,425.45073516468597,9.278221666608863e-197,0.0
shenzhen,2000,1925.2654449999998,1148.29,3140.66,347.39043133798987,0.027355128189532008,0.0
