代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证指数,1992/12/10,668.46,693.41,592.78,625.23,22743900,258.18
000001.SH,上证指数,1992/12/11,664.61,735.62,628.91,722.28,30749000,372.69
000001.SH,上证指数,1992/12/14,741.06,748.19,668.07,705.07,18814100,231.87
000001.SH,上证指数,1992/12/15,699.83,713.9,682.24,682.24,14170300,166.2
000001.SH,上证指数,1992/12/16,671.45,690.25,663.17,685.82,12133100,135.19
000001.SH,上证指数,1992/12/17,689.14,707.82,685.65,707.82,11680200,150.2
000001.SH,上证指数,1992/12/18,715.72,721.26,690.45,698.13,10233600,142.49
000001.SH,上证指数,1992/12/21,709.87,731.68,697.7,731.68,27703700,411.63
000001.SH,上证指数,1992/12/22,731.58,731.9,724.74,725.78,18332200,233.27
000001.SH,上证指数,1992/12/23,723.84,736.27,721.44,732.05,11315900,138.61
000001.SH,上证指数,1992/12/24,731.55,758.59,731.31,758.59,16675200,217.23
000001.SH,上证指数,1992/12/25,768.68,781.36,761.89,764.28,26168700,366.03
000001.SH,上证指数,1992/12/28,764.43,772.29,756.89,757.31,15216700,178.23
000001.SH,上证指数,1992/12/29,759.54,769.61,754.54,768.91,14986400,187.13
000001.SH,上证指数,1992/12/30,775.07,777.43,767.07,767.52,15273500,194.59
000001.SH,上证指数,1992/12/31,765.86,784.03,765.41,780.39,13551100,180.36
000001.SH,上证指数,1993/1/4,784.13,816.64,777.16,814.04,18385000,263.01
000001.SH,上证指数,1993/1/5,813.34,859.19,813.34,858.72,34009800,495.87
000001.SH,上证指数,1993/1/6,881,883.42,843.16,847.44,40287100,543.26
000001.SH,上证指数,1993/1/7,855.8,868.97,849.53,868.97,26844700,353.81
000001.SH,上证指数,1993/1/8,882.57,893.86,878.33,889.47,37343200,606.9
000001.SH,上证指数,1993/1/11,913.44,977.42,901.47,977.42,63885100,902.28
000001.SH,上证指数,1993/1/12,1001.93,1028.43,982.15,987.26,62439900,860.62
000001.SH,上证指数,1993/1/13,996.41,1024.05,973.3,1024.05,39530700,552.2
000001.SH,上证指数,1993/1/14,1053.91,1088.6,1036.03,1086.43,63840400,936.37
000001.SH,上证指数,1993/1/15,1083.6,1099.83,1054.46,1063.76,46630300,698.12
000001.SH,上证指数,1993/1/18,1067.98,1078.03,1052.8,1055.32,33836900,496.58
000001.SH,上证指数,1993/1/19,1053.52,1064.08,991.83,991.83,33261000,587.92
000001.SH,上证指数,1993/1/20,990.09,1050.11,984.74,1043.31,22699000,411.5
000001.SH,上证指数,1993/1/21,1051.6,1077.82,1046.18,1074.26,26683000,491.4
000001.SH,上证指数,1993/1/22,1074.36,1109.59,1073.64,1100.31,28810400,527.9
000001.SH,上证指数,1993/1/27,1126.37,1162.44,1113.57,1162.44,42248400,810.9
000001.SH,上证指数,1993/1/28,1182.39,1186.21,1146.9,1150.37,41243000,815.7
000001.SH,上证指数,1993/1/29,1156.84,1198.48,1140.24,1198.48,44481100,815.9
000001.SH,上证指数,1993/2/1,1242.35,1278.5,1222.18,1278.5,68344100,1288.02
000001.SH,上证指数,1993/2/2,1292.4,1325.24,1291.99,1310.58,61441300,1186.36
000001.SH,上证指数,1993/2/3,1321.63,1326.19,1265.7,1300.56,56056600,1007.2
000001.SH,上证指数,1993/2/4,1323.13,1371.58,1297.46,1371.58,55691600,1114.14
000001.SH,上证指数,1993/2/5,1371.34,1404.64,1325.85,1332.96,65156400,1385.29
000001.SH,上证指数,1993/2/8,1339.59,1393.34,1334.19,1393.17,62254100,1134.66
000001.SH,上证指数,1993/2/9,1427.33,1483.52,1426.48,1474.92,76479200,1635.84
000001.SH,上证指数,1993/2/10,1500.52,1528.51,1448.07,1454.46,78879600,1776.94
000001.SH,上证指数,1993/2/11,1495.92,1497.01,1364.67,1397.38,73165800,1362.06
000001.SH,上证指数,1993/2/12,1378.2,1458.76,1352.27,1458.76,85377900,1160.27
000001.SH,上证指数,1993/2/15,1544.1,1544.1,1499.1,1536.82,71643700,1598.79
000001.SH,上证指数,1993/2/16,1555.15,1558.95,1504.36,1513.48,49370700,1218.62
000001.SH,上证指数,1993/2/17,1515.25,1533.58,1502.88,1504,37401700,956.17
000001.SH,上证指数,1993/2/18,1503.72,1538.61,1497.79,1508.22,44231600,997.23
000001.SH,上证指数,1993/2/19,1471.56,1514.46,1441.07,1499.74,50456900,1482.04
000001.SH,上证指数,1993/2/22,1487.84,1527.13,1453.31,1456.29,47799900,941.93
000001.SH,上证指数,1993/2/23,1420.63,1466.07,1346.15,1367.36,47146300,992.93
000001.SH,上证指数,1993/2/24,1310.04,1346.48,1196.47,1264.96,72096000,1506.19
000001.SH,上证指数,1993/2/25,1271.2,1421.35,1261.76,1410.36,59558300,1400.83
000001.SH,上证指数,1993/2/26,1436.99,1444.05,1320.89,1339.88,65026200,1613.23
000001.SH,上证指数,1993/3/1,1328.22,1339.1,1199.73,1199.73,42590100,891.11
000001.SH,上证指数,1993/3/2,1207.57,1285.17,1186.34,1245.11,39995600,858.82
000001.SH,上证指数,1993/3/3,1263.74,1267.54,1220.03,1231.77,19353900,378.41
000001.SH,上证指数,1993/3/4,1231.92,1244.65,1131.29,1159.13,27796700,529.91
000001.SH,上证指数,1993/3/5,1116.41,1180.58,1026.18,1109.54,48499200,919.76
000001.SH,上证指数,1993/3/8,1133.52,1325.49,1133.46,1209.65,75931400,1862.04
000001.SH,上证指数,1993/3/9,1160.13,1209.66,1129.81,1137.79,39165800,861.92
000001.SH,上证指数,1993/3/10,1099.52,1190.33,1089.36,1188.97,30179000,691.22
000001.SH,上证指数,1993/3/11,1219.47,1261.8,1196.25,1261.8,44817800,1060.95
000001.SH,上证指数,1993/3/12,1280.37,1286.07,1231.39,1236.37,40211000,970.84
000001.SH,上证指数,1993/3/15,1226.66,1241.04,1171.73,1171.73,25675500,488.14
000001.SH,上证指数,1993/3/16,1167.91,1222.55,1155.1,1222.55,24317400,435.52
000001.SH,上证指数,1993/3/17,1238.8,1239.33,1193.59,1202.85,16570700,297.43
000001.SH,上证指数,1993/3/18,1203.2,1206.59,1171.43,1184.48,17671500,295.86
000001.SH,上证指数,1993/3/19,1188.37,1207.56,1171.73,1174.99,26366300,418.08
000001.SH,上证指数,1993/3/22,1148.29,1179.05,1036.92,1036.92,37713800,620.04
000001.SH,上证指数,1993/3/23,1035.6,1035.63,958.42,971.25,35024800,520.75
000001.SH,上证指数,1993/3/24,965.58,996.58,956.97,956.97,22016900,296.48
000001.SH,上证指数,1993/3/25,963.53,965.96,913.74,945.42,21946500,299.42
000001.SH,上证指数,1993/3/26,969.24,1039.76,945.93,1039.76,51256800,728.57
000001.SH,上证指数,1993/3/29,1008.4,1047.88,961.49,970.45,24421700,340.55
000001.SH,上证指数,1993/3/30,973.08,992.11,958.05,958.05,27161600,305.39
000001.SH,上证指数,1993/3/31,953.29,957.94,918.4,925.91,23505600,286.45
000001.SH,上证指数,1993/4/1,921.59,949.77,915.59,947.23,13829400,198.18
000001.SH,上证指数,1993/4/2,953.51,968.05,940.55,944.01,18497800,266.86
000001.SH,上证指数,1993/4/5,945.58,947.9,924.49,947.87,18006000,169.06
000001.SH,上证指数,1993/4/6,949.81,1064.87,949.05,1059.62,53894300,707.36
000001.SH,上证指数,1993/4/7,1108.64,1158.74,1076.45,1099.62,101968400,1727.4
000001.SH,上证指数,1993/4/8,1099.62,1238.87,1099.62,1238.87,104426900,1807.17
000001.SH,上证指数,1993/4/9,1322.07,1340.91,1236.46,1243.02,106908500,1965.25
000001.SH,上证指数,1993/4/12,1254.62,1276.41,1195.57,1203.54,63895800,1210.58
000001.SH,上证指数,1993/4/13,1204.75,1297.84,1201.07,1297.36,66812100,1330.8
000001.SH,上证指数,1993/4/14,1304.33,1341.19,1247.83,1272.39,88080900,1890.57
000001.SH,上证指数,1993/4/15,1265.3,1298.34,1255.94,1278.84,59730500,1191.25
000001.SH,上证指数,1993/4/16,1282.79,1287.08,1211.83,1214.75,65147000,1327.29
000001.SH,上证指数,1993/4/19,1203.85,1241.86,1185.76,1223.22,47857700,879.19
000001.SH,上证指数,1993/4/20,1257.1,1257.1,1233.72,1235.52,45007400,941.17
