浠ｇ爜,鍚嶇О,鏃ユ湡,寮€鐩樹环(鍏?,鏈€楂樹环(鍏?,鏈€浣庝环(鍏?,鏀剁洏浠?鍏?,鎴愪氦棰?鐧句竾),鎴愪氦閲?鑲?
399106.SZ,娣辫瘉缁兼寚,2009/3/5,723.88,730.03,704.86,719.01,71891.57,8254029600
399106.SZ,娣辫瘉缁兼寚,2009/3/6,706.22,721.53,703.08,715,51082.81,6003300800
399106.SZ,娣辫瘉缁兼寚,2009/3/9,718.01,726.08,683.83,686.47,51029.68,6074533200
399106.SZ,娣辫瘉缁兼寚,2009/3/10,678.02,699.8,675.5,699.8,34761.33,4208776400
399106.SZ,娣辫瘉缁兼寚,2009/3/11,712.88,715.21,692.88,695.7,43486.83,5199646000
399106.SZ,娣辫瘉缁兼寚,2009/3/12,692.29,698.89,675.84,696.98,37445,4556394000
399106.SZ,娣辫瘉缁兼寚,2009/3/13,699.66,706.37,691.03,692.67,35852.62,4305276000
399106.SZ,娣辫瘉缁兼寚,2009/3/16,690.85,702.91,686.98,702.36,31926.5,3840302000
399106.SZ,娣辫瘉缁兼寚,2009/3/17,703.72,732.08,702.24,729.69,58439.38,6718450400
399106.SZ,娣辫瘉缁兼寚,2009/3/18,733.2,749.8,732.27,737.43,69474.69,7970360800
399106.SZ,娣辫瘉缁兼寚,2009/3/19,738.46,753.25,737.29,752.53,63936.01,7303118400
399106.SZ,娣辫瘉缁兼寚,2009/3/20,754.36,757.51,738.98,752.35,71361.11,7893460800
399106.SZ,娣辫瘉缁兼寚,2009/3/23,753.36,772.36,751.03,769.35,76869.03,8412091200
399106.SZ,娣辫瘉缁兼寚,2009/3/24,777.16,779.27,769.6,774.3,74866.62,8160997600
399106.SZ,娣辫瘉缁兼寚,2009/3/25,770.56,778.82,757.07,757.07,66224.48,7227731200
399106.SZ,娣辫瘉缁兼寚,2009/3/26,755.8,774.04,743.54,774.04,62397,6697150800
399106.SZ,娣辫瘉缁兼寚,2009/3/27,779.51,785.81,773.69,778.54,75284.78,8230515200
399106.SZ,娣辫瘉缁兼寚,2009/3/30,778.65,782.54,772.44,777.39,61959.47,6809672800
399106.SZ,娣辫瘉缁兼寚,2009/3/31,763.11,784.08,758.19,784.08,61220.94,6769091200
399106.SZ,娣辫瘉缁兼寚,2009/4/1,787.83,803.93,787.83,798.74,84130.82,8960911200
399106.SZ,娣辫瘉缁兼寚,2009/4/2,801.46,811.85,798.65,805.12,85657.06,8943904000
399106.SZ,娣辫瘉缁兼寚,2009/4/3,810.31,812.46,795.34,801.06,80201.32,8262326400
399106.SZ,娣辫瘉缁兼寚,2009/4/7,802.09,808.97,796.76,807.01,62196.53,6326943600
399106.SZ,娣辫瘉缁兼寚,2009/4/8,804.32,806.76,780.46,780.46,69312.35,7257138400
399106.SZ,娣辫瘉缁兼寚,2009/4/9,778.8,793.13,773.06,793.13,56745.44,5992056000
399106.SZ,娣辫瘉缁兼寚,2009/4/10,798.7,821.15,797.93,820.84,80813.24,8340729600
399106.SZ,娣辫瘉缁兼寚,2009/4/13,828.55,838.12,827.77,835.91,92748.21,9418644800
399106.SZ,娣辫瘉缁兼寚,2009/4/14,835.28,852.64,830.21,850.56,90335.59,9118280000
399106.SZ,娣辫瘉缁兼寚,2009/4/15,847.07,860.37,839.07,860.37,94605.43,9512590400
399106.SZ,娣辫瘉缁兼寚,2009/4/16,861.73,864.79,846.16,859.51,94853.78,9975686400
399106.SZ,娣辫瘉缁兼寚,2009/4/17,857.16,859.05,836.99,845.8,83617.3,8601776800
399106.SZ,娣辫瘉缁兼寚,2009/4/20,843.11,864.79,842.48,864.79,78052.85,8476910400
399106.SZ,娣辫瘉缁兼寚,2009/4/21,855.19,863.86,842.02,856.11,84633.03,9059079200
399106.SZ,娣辫瘉缁兼寚,2009/4/22,859.43,866.01,812.34,819.14,88234.78,9287809600
399106.SZ,娣辫瘉缁兼寚,2009/4/23,811.62,830.2,804.87,825.22,59012.17,6255424400
399106.SZ,娣辫瘉缁兼寚,2009/4/24,828.13,831.91,820.95,821.17,57137.5,5957252400
399106.SZ,娣辫瘉缁兼寚,2009/4/27,819.24,821.57,791,794.95,52283.45,5745176400
399106.SZ,娣辫瘉缁兼寚,2009/4/28,788.18,801.45,785.75,798.3,46586.08,4945483200
399106.SZ,娣辫瘉缁兼寚,2009/4/29,797.57,819.87,795.46,817.59,57111.69,6145424400
399106.SZ,娣辫瘉缁兼寚,2009/4/30,822.82,832.31,820.84,828.96,62829.84,6870873600
399106.SZ,娣辫瘉缁兼寚,2009/5/4,832.31,859.62,832.31,859.62,71746.93,7474643200
399106.SZ,娣辫瘉缁兼寚,2009/5/5,864.78,871.6,861.1,867.23,75468.18,7803657600
399106.SZ,娣辫瘉缁兼寚,2009/5/6,866.12,883.48,863.26,883.48,81499.5,8168256000
399106.SZ,娣辫瘉缁兼寚,2009/5/7,888.54,892.27,864.2,878.18,94344.81,9314484800
399106.SZ,娣辫瘉缁兼寚,2009/5/8,872.64,884.5,861.9,879.93,84341.33,8663473600
399106.SZ,娣辫瘉缁兼寚,2009/5/11,883.66,885.79,849.81,849.83,87619.05,9137710400
399106.SZ,娣辫瘉缁兼寚,2009/5/12,841.43,872.19,840.19,872.19,59037.32,6185222000
399106.SZ,娣辫瘉缁兼寚,2009/5/13,873.76,883.51,870.82,880.6,74076.29,7438288800
399106.SZ,娣辫瘉缁兼寚,2009/5/14,873.03,883.57,869.17,880.75,65960.19,6767339200
399106.SZ,娣辫瘉缁兼寚,2009/5/15,882.65,890.05,878.07,885.73,60531.56,6291650000
399106.SZ,娣辫瘉缁兼寚,2009/5/18,883.33,893.4,868.96,892.23,59783.07,6136562400
399106.SZ,娣辫瘉缁兼寚,2009/5/19,898.29,903.18,894.74,900.15,79694.38,7950044800
399106.SZ,娣辫瘉缁兼寚,2009/5/20,901.75,906.91,895.86,897.37,76868.24,7680309600
399106.SZ,娣辫瘉缁兼寚,2009/5/21,891.92,895.42,873.53,878.09,71227.78,7239013600
399106.SZ,娣辫瘉缁兼寚,2009/5/22,874.43,883.83,869.99,876.58,52901.85,5220512800
399106.SZ,娣辫瘉缁兼寚,2009/5/25,856.99,883.53,850.16,881.2,65838.54,6356374400
399106.SZ,娣辫瘉缁兼寚,2009/5/26,881.36,889.26,876.46,877.3,69937.42,6736404000
399106.SZ,娣辫瘉缁兼寚,2009/5/27,882.03,885.6,872.79,881.77,54670.54,5511772000
399106.SZ,娣辫瘉缁兼寚,2009/6/1,889.89,902.92,889.89,900.93,68649.58,6583872400
399106.SZ,娣辫瘉缁兼寚,2009/6/2,905.7,911.93,903.6,907.5,75144.03,7227088800
399106.SZ,娣辫瘉缁兼寚,2009/6/3,907.93,920.82,907.03,920.82,78857.66,7645006400
399106.SZ,娣辫瘉缁兼寚,2009/6/4,918.03,923.68,906.71,920.95,84014.1,8156288000
399106.SZ,娣辫瘉缁兼寚,2009/6/5,923.38,927.51,916.72,917.21,80516.44,7547024000
399106.SZ,娣辫瘉缁兼寚,2009/6/8,916.56,923.43,907.59,914.01,69342.18,6678457200
399106.SZ,娣辫瘉缁兼寚,2009/6/9,914.75,920.69,900.06,920.69,69734.81,6908484000
399106.SZ,娣辫瘉缁兼寚,2009/6/10,925.7,933.76,923.84,932.13,72359.39,7469668800
399106.SZ,娣辫瘉缁兼寚,2009/6/11,929.51,934.56,918.84,922.62,66206.39,6735424000
399106.SZ,娣辫瘉缁兼寚,2009/6/12,920.93,925.48,897.24,903.74,63665.56,6577776800
399106.SZ,娣辫瘉缁兼寚,2009/6/15,903.17,916.49,899.84,916.49,55661.38,5280769600
399106.SZ,娣辫瘉缁兼寚,2009/6/16,908.84,919.46,905.44,916.55,55610.3,5170310000
399106.SZ,娣辫瘉缁兼寚,2009/6/17,915.56,934.36,911.86,933.02,64570.86,6185162000
399106.SZ,娣辫瘉缁兼寚,2009/6/18,934.21,943.07,934.21,940.85,74137.06,6788704000
399106.SZ,娣辫瘉缁兼寚,2009/6/19,941.94,946.86,936.71,943.87,77931.84,7335514400
399106.SZ,娣辫瘉缁兼寚,2009/6/22,948.8,950.83,935.89,938.77,72637.46,6868595200
399106.SZ,娣辫瘉缁兼寚,2009/6/23,926.88,945.7,923.5,936.73,65838.44,6440910000
399106.SZ,娣辫瘉缁兼寚,2009/6/24,937.62,953.93,937.62,953.93,71218.82,6512040400
399106.SZ,娣辫瘉缁兼寚,2009/6/25,955.37,960.2,950.02,954.41,67443.36,6312075600
399106.SZ,娣辫瘉缁兼寚,2009/6/26,957.57,960.6,952.87,958.68,60179.26,5771126800
399106.SZ,娣辫瘉缁兼寚,2009/6/29,959.18,971.1,956.11,968.54,68980.59,6555501200
399106.SZ,娣辫瘉缁兼寚,2009/6/30,970.61,971.46,959.47,962.27,66600.98,6226096000
399106.SZ,娣辫瘉缁兼寚,2009/7/1,959.85,977.46,958.56,977.46,73694.39,6865947200
399106.SZ,娣辫瘉缁兼寚,2009/7/2,980.74,987.02,977.63,987.02,85078.67,7814672000
399106.SZ,娣辫瘉缁兼寚,2009/7/3,981.22,1000.68,978.03,1000.68,89675.78,8325536000
399106.SZ,娣辫瘉缁兼寚,2009/7/6,1003.14,1011.37,999.22,1010.59,95136.39,8563044800
399106.SZ,娣辫瘉缁兼寚,2009/7/7,1008.75,1019.58,1001.91,1008.2,91372.63,8340503200
399106.SZ,娣辫瘉缁兼寚,2009/7/8,1001,1022.26,996.53,1019.79,81825.52,7366001600
399106.SZ,娣辫瘉缁兼寚,2009/7/9,1020.96,1037.59,1019.75,1037.59,96339.57,8632689600
399106.SZ,娣辫瘉缁兼寚,2009/7/10,1038.72,1050.5,1035.39,1042.8,97623.44,8820151200
399106.SZ,娣辫瘉缁兼寚,2009/7/13,1041.65,1055.64,1038.97,1047.07,92895.19,8280219200
399106.SZ,娣辫瘉缁兼寚,2009/7/14,1051.65,1068.93,1051.65,1068.93,98057.47,8598334400
399106.SZ,娣辫瘉缁兼寚,2009/7/15,1072.48,1078.57,1071.06,1077.85,112139.54,9515767200
399106.SZ,娣辫瘉缁兼寚,2009/7/16,1082.04,1088.01,1073.11,1076.38,113967.55,9425352000
399106.SZ,娣辫瘉缁兼寚,2009/7/17,1075.31,1086.19,1072.76,1084.39,96994.86,8187921600
399106.SZ,娣辫瘉缁兼寚,2009/7/20,1087.29,1104.19,1085.17,1104.19,116430.59,9660585600
399106.SZ,娣辫瘉缁兼寚,2009/7/21,1104.93,1104.93,1080.07,1081.94,113631.12,9625224000
399106.SZ,娣辫瘉缁兼寚,2009/7/22,1078.95,1099.71,1078.95,1098.49,100890.97,8407381600
399106.SZ,娣辫瘉缁兼寚,2009/7/23,1100.45,1108.67,1097.7,1108.67,100655.92,8570992000
399106.SZ,娣辫瘉缁兼寚,2009/7/24,1113.79,1116.39,1085.55,1105.5,108590.77,8945173600
399106.SZ,娣辫瘉缁兼寚,2009/7/27,1110.53,1126.07,1107.01,1126.01,111742.61,8864856000
399106.SZ,娣辫瘉缁兼寚,2009/7/28,1128.77,1138.58,1118.92,1138.52,130630.25,10272677600
399106.SZ,娣辫瘉缁兼寚,2009/7/29,1134.87,1136.82,1046.39,1072.1,132195.02,10825496000
399106.SZ,娣辫瘉缁兼寚,2009/7/30,1075.56,1092.16,1047.7,1084.05,108108.86,8758080000
399106.SZ,娣辫瘉缁兼寚,2009/7/31,1091.91,1118.59,1087.07,1117.99,106540.86,8665243200
399106.SZ,娣辫瘉缁兼寚,2009/8/3,1122.51,1140.54,1116.17,1140.54,122575.04,9805388800
399106.SZ,娣辫瘉缁兼寚,2009/8/4,1143.6,1150.2,1124.28,1149.27,129583.62,10451984000
399106.SZ,娣辫瘉缁兼寚,2009/8/5,1148.54,1154.5,1125.31,1144.14,122240.18,9742577600
399106.SZ,娣辫瘉缁兼寚,2009/8/6,1135.57,1146.72,1106.14,1125.55,112230.41,8973599200
399106.SZ,娣辫瘉缁兼寚,2009/8/7,1121.93,1130.78,1084.47,1087.23,94077.6,7604521600
399106.SZ,娣辫瘉缁兼寚,2009/8/10,1098.29,1107.74,1073.57,1092.19,77677.78,6149623200
399106.SZ,娣辫瘉缁兼寚,2009/8/11,1096,1104.38,1086.18,1100.79,65550.38,5123280400
399106.SZ,娣辫瘉缁兼寚,2009/8/12,1097.48,1097.48,1049.54,1052.51,79941.74,6503650400
399106.SZ,娣辫瘉缁兼寚,2009/8/13,1052.86,1063.84,1034.54,1060.86,68137.58,5477755200
399106.SZ,娣辫瘉缁兼寚,2009/8/14,1060.8,1065.5,1022.92,1022.92,74527.54,6130905600
399106.SZ,娣辫瘉缁兼寚,2009/8/17,1006.27,1010.7,955.39,955.87,68173.74,6075198400
399106.SZ,娣辫瘉缁兼寚,2009/8/18,944.63,972.1,940.08,968.39,54890.11,4916538000
399106.SZ,娣辫瘉缁兼寚,2009/8/19,969.03,970.94,913.09,921.32,61716.05,5547181200
399106.SZ,娣辫瘉缁兼寚,2009/8/20,919.51,957.91,918.75,956.52,62673.76,5571776000
399106.SZ,娣辫瘉缁兼寚,2009/8/21,953.67,981.09,948.07,979.99,72505.32,6302701600
399106.SZ,娣辫瘉缁兼寚,2009/8/24,983.09,1002.57,975.75,998.83,75773.75,6434352000
399106.SZ,娣辫瘉缁兼寚,2009/8/25,993.63,993.63,947.21,975.53,81635.51,7137569600
399106.SZ,娣辫瘉缁兼寚,2009/8/26,968.92,1011.09,964.15,1003.27,78820.33,6846589600
399106.SZ,娣辫瘉缁兼寚,2009/8/27,997.48,1019.65,989.51,1005.14,79646.22,7098986400
399106.SZ,娣辫瘉缁兼寚,2009/8/28,1002.9,1007.33,970.74,974.29,68019.78,5787250000
399106.SZ,娣辫瘉缁兼寚,2009/8/31,960.47,960.47,903.79,904.7,65056.22,5820106000
399106.SZ,娣辫瘉缁兼寚,2009/9/1,894.81,919.79,887.56,900.53,53584.26,4925804000
399106.SZ,娣辫瘉缁兼寚,2009/9/2,894.17,911.93,890.43,906.86,44225.94,4088334800
399106.SZ,娣辫瘉缁兼寚,2009/9/3,907.72,958.56,907.57,956.69,68880.38,6110750400
399106.SZ,娣辫瘉缁兼寚,2009/9/4,956.23,973.82,952.34,968.54,71744,6230330000
399106.SZ,娣辫瘉缁兼寚,2009/9/7,973.68,993.27,970.52,979.45,78231.42,6627398800
399106.SZ,娣辫瘉缁兼寚,2009/9/8,974.18,999.78,963.84,999.78,77981.3,6500253600
399106.SZ,娣辫瘉缁兼寚,2009/9/9,1003.43,1011.32,993.13,1010.52,89867.87,6979672800
399106.SZ,娣辫瘉缁兼寚,2009/9/10,1004.39,1013.61,995.6,1000.63,73796.94,5776311200
399106.SZ,娣辫瘉缁兼寚,2009/9/11,996.81,1021.92,996.2,1016.51,77367.74,6274464000
399106.SZ,娣辫瘉缁兼寚,2009/9/14,1019.89,1043.21,1019.89,1041.33,94602.78,7708546400
399106.SZ,娣辫瘉缁兼寚,2009/9/15,1043.28,1056.09,1035.69,1049.72,93802.72,7787839200
399106.SZ,娣辫瘉缁兼寚,2009/9/16,1046.78,1053.53,1026.22,1045.16,93881.9,7811629600
399106.SZ,娣辫瘉缁兼寚,2009/9/17,1047.11,1068.7,1047.11,1065.1,97139.77,8131395200
399106.SZ,娣辫瘉缁兼寚,2009/9/18,1067.77,1070.03,1020.74,1030.1,106848.29,9009508800
399106.SZ,娣辫瘉缁兼寚,2009/9/21,1018.69,1039.33,997.46,1039.33,80032.46,6680978400
399106.SZ,娣辫瘉缁兼寚,2009/9/22,1036.02,1050.55,1016.97,1016.97,79664.79,6499467600
399106.SZ,娣辫瘉缁兼寚,2009/9/23,1014.17,1023.46,981.13,987.66,70120.54,5835240800
399106.SZ,娣辫瘉缁兼寚,2009/9/24,981.76,997.71,956.58,983.32,61055.71,5203321600
399106.SZ,娣辫瘉缁兼寚,2009/9/25,978.76,988.91,969.86,976.8,44709.62,3931491200
399106.SZ,娣辫瘉缁兼寚,2009/9/28,979.34,989.19,947.99,951.27,43014.11,3771199600
399106.SZ,娣辫瘉缁兼寚,2009/9/29,950.3,954.83,921.78,937.16,43243.86,3977670800
399106.SZ,娣辫瘉缁兼寚,2009/9/30,942.43,957.78,942.43,949.23,40043.24,3489018000
399106.SZ,娣辫瘉缁兼寚,2009/10/9,966.99,997.35,966.77,997.32,52356.16,4346450400
399106.SZ,娣辫瘉缁兼寚,2009/10/12,1000.04,1007.35,990.83,998.75,55689.06,4611758800
399106.SZ,娣辫瘉缁兼寚,2009/10/13,996.54,1013.28,994.08,1013.28,49969.72,4231649200
399106.SZ,娣辫瘉缁兼寚,2009/10/14,1016.34,1035.28,1015.55,1021.1,75362.97,6177362800
399106.SZ,娣辫瘉缁兼寚,2009/10/15,1028.68,1036.2,1019.94,1025.2,64561.9,5361841200
399106.SZ,娣辫瘉缁兼寚,2009/10/16,1027.95,1032.91,1011.97,1028.42,61687.32,5099398800
399106.SZ,娣辫瘉缁兼寚,2009/10/19,1029.15,1058.17,1028.05,1058.17,86164.82,6894368000
399106.SZ,娣辫瘉缁兼寚,2009/10/20,1064.09,1073.48,1059.87,1073.48,96957.35,7693643200
399106.SZ,娣辫瘉缁兼寚,2009/10/21,1072.62,1083.3,1067.47,1069.56,92749.7,7605464800
399106.SZ,娣辫瘉缁兼寚,2009/10/22,1066.96,1077.76,1062.95,1069.86,79649.3,6746172000
399106.SZ,娣辫瘉缁兼寚,2009/10/23,1071.71,1091.45,1071.71,1085.46,97326.79,8116204000
399106.SZ,娣辫瘉缁兼寚,2009/10/26,1087.64,1091.17,1076,1086.84,87353.58,7063919200
399106.SZ,娣辫瘉缁兼寚,2009/10/27,1078.95,1079.58,1055.81,1055.81,89289.32,7189034400
399106.SZ,娣辫瘉缁兼寚,2009/10/28,1051.38,1067.14,1043.56,1067.14,73364.07,6045999200
399106.SZ,娣辫瘉缁兼寚,2009/10/29,1049.8,1057.17,1042.03,1043.95,73503.26,6014851600
399106.SZ,娣辫瘉缁兼寚,2009/10/30,1059.08,1068.4,1051.05,1053.97,99628.14,6600065200
399106.SZ,娣辫瘉缁兼寚,2009/11/2,1032.34,1085.65,1026.88,1085.65,99307.65,7685968000
399106.SZ,娣辫瘉缁兼寚,2009/11/3,1088.13,1105.94,1086.91,1104.31,119617.24,9440648000
399106.SZ,娣辫瘉缁兼寚,2009/11/4,1105.96,1116.83,1100.53,1112.35,116826.9,9303089600
399106.SZ,娣辫瘉缁兼寚,2009/11/5,1112.92,1119.52,1104.16,1117.23,98629.58,8014144000
399106.SZ,娣辫瘉缁兼寚,2009/11/6,1123.04,1131.28,1120.66,1123.82,116579.22,9354201600
399106.SZ,娣辫瘉缁兼寚,2009/11/9,1124.7,1130.63,1117.2,1130.57,96723.94,7892663200
399106.SZ,娣辫瘉缁兼寚,2009/11/10,1136.92,1141.65,1134,1134.68,101684.42,8056867200
399106.SZ,娣辫瘉缁兼寚,2009/11/11,1133.46,1138.75,1124.7,1135.5,88550.59,7135029600
399106.SZ,娣辫瘉缁兼寚,2009/11/12,1137.58,1151.15,1137.58,1141.33,96901.26,7850495200
399106.SZ,娣辫瘉缁兼寚,2009/11/13,1136.97,1152.57,1128.33,1152.57,104487.65,8101093600
399106.SZ,娣辫瘉缁兼寚,2009/11/16,1159.81,1181.63,1159.81,1181.63,138341.15,10589012800
399106.SZ,娣辫瘉缁兼寚,2009/11/17,1186.5,1189.23,1177.61,1185.17,119813.63,9209947200
399106.SZ,娣辫瘉缁兼寚,2009/11/18,1185.74,1191.56,1178.52,1188.47,114224.41,9053662400
399106.SZ,娣辫瘉缁兼寚,2009/11/19,1190.31,1202.7,1185.81,1202.7,125465.7,9728376000
399106.SZ,娣辫瘉缁兼寚,2009/11/20,1199.4,1216.23,1194.11,1208.82,125095.14,9933633600
399106.SZ,娣辫瘉缁兼寚,2009/11/23,1210.1,1227.26,1208.78,1227.26,124250.04,9456570400
399106.SZ,娣辫瘉缁兼寚,2009/11/24,1231.36,1237.05,1170.22,1175.08,178157.66,13590235200
399106.SZ,娣辫瘉缁兼寚,2009/11/25,1170.94,1214.24,1165.51,1214.24,136500.21,10560513600
399106.SZ,娣辫瘉缁兼寚,2009/11/26,1216.49,1224.66,1166.07,1171.72,161869.38,12407445600
399106.SZ,娣辫瘉缁兼寚,2009/11/27,1153.08,1173.93,1130.02,1137.65,116016.62,8926928000
399106.SZ,娣辫瘉缁兼寚,2009/11/30,1146.46,1185.94,1146.46,1185.94,104373.07,7700515200
399106.SZ,娣辫瘉缁兼寚,2009/12/1,1185.71,1212.93,1181.22,1212.6,119723.34,8999834400
399106.SZ,娣辫瘉缁兼寚,2009/12/2,1217.05,1232.21,1214.2,1228.24,132803.24,9772214400
399106.SZ,娣辫瘉缁兼寚,2009/12/3,1226.8,1235.08,1219.32,1234.17,125795.2,9019724800
399106.SZ,娣辫瘉缁兼寚,2009/12/4,1230.29,1240.64,1184.18,1214.74,149126.34,10888468800
399106.SZ,娣辫瘉缁兼寚,2009/12/7,1215.83,1232.79,1215.42,1232.24,99849.11,7213710400
399106.SZ,娣辫瘉缁兼寚,2009/12/8,1234.12,1236.41,1216.28,1228.86,106732.76,7893352800
399106.SZ,娣辫瘉缁兼寚,2009/12/9,1216.89,1226.79,1207.42,1211.79,90840.99,6502823600
399106.SZ,娣辫瘉缁兼寚,2009/12/10,1217.3,1227.05,1209.34,1220.02,76730.28,5514405600
399106.SZ,娣辫瘉缁兼寚,2009/12/11,1224.25,1230.28,1215.03,1218.74,79708.98,5711242000
399106.SZ,娣辫瘉缁兼寚,2009/12/14,1218.8,1219.41,1190,1217.98,85082.22,6154099600
399106.SZ,娣辫瘉缁兼寚,2009/12/15,1214.82,1223.3,1210.92,1214.85,83099.17,6078689200
399106.SZ,娣辫瘉缁兼寚,2009/12/16,1210.56,1216.56,1198.95,1201.97,73803.74,5180540400
399106.SZ,娣辫瘉缁兼寚,2009/12/17,1202.7,1206.75,1167.26,1168.76,75442.97,5534442400
399106.SZ,娣辫瘉缁兼寚,2009/12/18,1157.27,1157.27,1126.37,1127.88,74459.46,5514332800
399106.SZ,娣辫瘉缁兼寚,2009/12/21,1126.89,1140.4,1123.61,1140.4,52779.29,3921648000
399106.SZ,娣辫瘉缁兼寚,2009/12/22,1142.48,1143.61,1107.08,1109.37,63193.08,4550192400
399106.SZ,娣辫瘉缁兼寚,2009/12/23,1108.29,1129.21,1108.29,1127.95,56776.41,4059769600
399106.SZ,娣辫瘉缁兼寚,2009/12/24,1130.27,1167.89,1128.67,1166.01,78947.3,5518983200
399106.SZ,娣辫瘉缁兼寚,2009/12/25,1165.27,1174.61,1159.17,1168.17,71661.84,4926910400
399106.SZ,娣辫瘉缁兼寚,2009/12/28,1170.49,1186.2,1170.49,1186.2,71522.6,5198322800
399106.SZ,娣辫瘉缁兼寚,2009/12/29,1187.77,1191.07,1173.7,1191.07,77315.72,5564257600
399106.SZ,娣辫瘉缁兼寚,2009/12/30,1190.68,1194.32,1182.59,1193.9,89338.89,6184243600
399106.SZ,娣辫瘉缁兼寚,2009/12/31,1193.32,1201.34,1187.66,1201.34,76699.86,5390406400
399106.SZ,娣辫瘉缁兼寚,2010/1/4,1207.33,1209,1198.12,1198.76,82279.39,5748769200
399106.SZ,娣辫瘉缁兼寚,2010/1/5,1199.75,1205.49,1186.46,1205.49,102396.24,7158612000
399106.SZ,娣辫瘉缁兼寚,2010/1/6,1204.66,1216.78,1200.54,1203.24,102885.6,7014119200
399106.SZ,娣辫瘉缁兼寚,2010/1/7,1202.11,1205.95,1174.49,1179.99,104255.82,7285898400
399106.SZ,娣辫瘉缁兼寚,2010/1/8,1175.1,1187.86,1166.69,1187.86,83121.83,5836455200
399106.SZ,娣辫瘉缁兼寚,2010/1/11,1201.21,1203.74,1183.49,1189.95,100191.74,7008639200
399106.SZ,娣辫瘉缁兼寚,2010/1/12,1189.58,1213.1,1184.54,1213.1,114497.22,7726240000
399106.SZ,娣辫瘉缁兼寚,2010/1/13,1187.11,1209.88,1182.56,1193.73,125462.82,8426158400
399106.SZ,娣辫瘉缁兼寚,2010/1/14,1195.45,1219.11,1195.45,1219.11,119005.75,8214562400
399106.SZ,娣辫瘉缁兼寚,2010/1/15,1221.65,1228.07,1216.38,1226.72,106094.79,7366465600
399106.SZ,娣辫瘉缁兼寚,2010/1/18,1225.16,1241.34,1222.08,1240.98,107166.68,7522992800
399106.SZ,娣辫瘉缁兼寚,2010/1/19,1242.68,1243.55,1232.28,1237.21,106741.86,7515453600
399106.SZ,娣辫瘉缁兼寚,2010/1/20,1237.95,1238.88,1188.55,1191.75,129108.78,9048612000
399106.SZ,娣辫瘉缁兼寚,2010/1/21,1190.74,1199.64,1179.88,1194.21,83515.46,5985298800
399106.SZ,娣辫瘉缁兼寚,2010/1/22,1180.79,1181.09,1142.79,1161.89,95362.75,6862093600
399106.SZ,娣辫瘉缁兼寚,2010/1/25,1154.04,1164.95,1147.65,1148.49,58663.98,4500421200
399106.SZ,娣辫瘉缁兼寚,2010/1/26,1150,1154.92,1104.88,1112.41,70793.21,5220548000
399106.SZ,娣辫瘉缁兼寚,2010/1/27,1110.91,1121.78,1094.03,1103.64,58934.97,4255305200
399106.SZ,娣辫瘉缁兼寚,2010/1/28,1101.85,1116.76,1096.13,1113.73,58797.4,4192967600
399106.SZ,娣辫瘉缁兼寚,2010/1/29,1108.81,1133.33,1104.39,1120.45,68325.81,5023229200
399106.SZ,娣辫瘉缁兼寚,2010/2/1,1117.14,1118.24,1090.51,1102.69,72834.5,5288151600
399106.SZ,娣辫瘉缁兼寚,2010/2/2,1105.88,1118.92,1095.98,1096.29,62815.86,4636433200
399106.SZ,娣辫瘉缁兼寚,2010/2/3,1097.95,1116.6,1066.5,1116.6,79662.96,6044169200
399106.SZ,娣辫瘉缁兼寚,2010/2/4,1110.7,1129,1105.01,1119.77,80899.11,6355852000
399106.SZ,娣辫瘉缁兼寚,2010/2/5,1096.6,1110.53,1088.63,1097.11,82478.04,6517355600
399106.SZ,娣辫瘉缁兼寚,2010/2/8,1095.14,1103.69,1091.51,1099.15,53138.01,4149096800
399106.SZ,娣辫瘉缁兼寚,2010/2/9,1096.74,1104.95,1094.05,1100.41,46757.56,3713580000
399106.SZ,娣辫瘉缁兼寚,2010/2/10,1106.61,1117.4,1105.63,1117.4,47639.18,3382370000
399106.SZ,娣辫瘉缁兼寚,2010/2/11,1117.03,1124.28,1114.78,1118.58,46997.79,3294139400
399106.SZ,娣辫瘉缁兼寚,2010/2/12,1120.8,1131.24,1120.8,1130.52,46456.95,3157747000
399106.SZ,娣辫瘉缁兼寚,2010/2/22,1129.89,1137.97,1125.04,1129.38,51860.19,3752205200
399106.SZ,娣辫瘉缁兼寚,2010/2/23,1127.17,1128.08,1107.35,1128.08,61432.22,4564469600
399106.SZ,娣辫瘉缁兼寚,2010/2/24,1122.91,1153.94,1118.73,1153.94,79631.86,5953856400
399106.SZ,娣辫瘉缁兼寚,2010/2/25,1157.25,1174.35,1157.25,1173.66,97670.78,7127320800
399106.SZ,娣辫瘉缁兼寚,2010/2/26,1171.19,1177.87,1167.11,1172.33,90144.44,6440050000
399106.SZ,娣辫瘉缁兼寚,2010/3/1,1173.73,1186.26,1173.52,1184.88,95365.18,6895344000
399106.SZ,娣辫瘉缁兼寚,2010/3/2,1185.55,1189.72,1177.96,1183.95,97506.41,7140120800
399106.SZ,娣辫瘉缁兼寚,2010/3/3,1183.26,1194.8,1178.93,1194.11,102846.68,7463677600
399106.SZ,娣辫瘉缁兼寚,2010/3/4,1195.64,1200.78,1155.57,1158.4,114323.89,8362134400
399106.SZ,娣辫瘉缁兼寚,2010/3/5,1157.24,1168.23,1150.84,1161.42,76702.39,5487022000
399106.SZ,娣辫瘉缁兼寚,2010/3/8,1164.58,1175.61,1161.88,1172.8,69570.82,4970962400
